FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,year,week,Timeline
Theo,Walcott,MID,ARS,7200000,0,122,4.4,6.11111111111111e-07,1.69444444444444e-05,0,1610816,1,26,0,0,0,10,0,16.9,0,-3,0,122,3,0,1,0,7,0,8,0,3,4.2,1654725,0,316,0,2,1916,0,0,0,380,Everton,,,,,2016,37,Y16W37
Kyle,Walker,DEF,TOT,6200000,0,142,4.3,6.93548387096774e-07,2.29032258064516e-05,0,1405304,8,21,0,0,0,0,0,22.9,0,7,0,142,-7,0,0,0,18,0,14,0,6,27.6,1642297,0,461,0,3,2701,0,0,0,640,Hull City,,,,,2016,37,Y16W37
Jonathan,Walters,MID,STK,5300000,1,72,0.6486486486486489,1.22386537480877e-07,1.35849056603774e-05,0,17650,1,22,0,0,0,4,0,13.6,0,-7,0,72,7,0,0,0,3,0,6,0,3,0.1,12131,0,312,0,0,1304,0,0,0,195,Southampton,,,,,2016,37,Y16W37
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,116,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,189,0,0,0,0,0,0,0,0,0,Man Utd,,,,,2016,37,Y16W37
Victor,Wanyama,MID,TOT,4800000,12,103,2.9,6.04166666666667e-07,2.14583333333333e-05,0,335423,10,25,0,0,0,4,0,21.5,0,-2,0,103,2,0,0,0,7,0,12,0,2,2.9,342780,0,268,0,2,3012,0,0,0,578,Hull City,,,,,2016,37,Y16W37
Joel,Ward,DEF,CRY,4800000,1,86,2.3,4.79166666666667e-07,1.7916666666666698e-05,0,63529,7,63,0,0,0,0,0,17.9,0,-2,0,86,2,0,0,0,7,0,7,0,1,0.9,52775,0,333,0,0,3417,0,0,0,568,Man Utd,,,,,2016,37,Y16W37
Stephen,Ward,DEF,BUR,4500000,1,91,2.5,5.55555555555556e-07,2.02222222222222e-05,0,68354,5,53,0,0,0,1,0,20.2,0,0,0,91,0,0,0,0,3,0,8,0,1,1.6,127226,0,0,0,0,3230,0,0,0,596,West Ham,,,,,2016,37,Y16W37
James,Ward-Prowse,MID,SOU,5000000,2,92,0.8288288288288291,1.65765765765766e-07,1.84e-05,0,63909,4,26,0,0,0,4,0,18.4,0,-5,0,92,5,0,0,0,5,0,9,0,4,1.4,112243,0,266,0,1,1883,0,0,0,377,Stoke,,,,,2016,37,Y16W37
Marcin,Wasilewski,DEF,LEI,3900000,0,1,0.009009009009009007,2.31000231000231e-09,2.56410256410256e-07,0,70324,0,2,0,0,0,0,0,0.3,0,-1,0,1,1,0,0,0,0,0,0,0,0,1.8,94590,0,35,0,0,90,0,0,0,10,Bournemouth,,,,,2016,37,Y16W37
Duncan,Watmore,MID,SUN,4700000,0,43,0.387387387387387,8.242284838029518e-08,9.14893617021277e-06,0,16387,1,20,0,0,0,0,0,9.1,0,-3,0,43,3,0,0,0,1,0,2,0,5,0.1,13005,0,185,0,0,1025,0,0,0,125,Chelsea,,,,,2016,37,Y16W37
Ben,Watson,MID,WAT,4200000,0,1,0.009009009009009007,2.1450021450021493e-09,2.38095238095238e-07,0,72105,0,2,0,0,0,0,0,0.2,0,-3,0,1,3,0,0,0,0,0,0,0,0,0.6,23610,0,351,0,0,54,0,0,1,6,Man City,,,,,2016,37,Y16W37
James,Weir,MID,HUL,4300000,0,0,0.0,0.0,0.0,0,745,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.0,802,0,0,0,0,0,0,0,0,0,Tottenham,,,,,2016,37,Y16W37
Danny,Welbeck,FWD,ARS,7300000,8,37,2.3,3.150684931506849e-07,5.068493150684929e-06,0,54873,0,11,0,0,0,2,0,5.1,0,-2,0,37,2,0,0,0,0,0,3,0,2,0.8,81846,0,164,0,0,748,0,0,0,117,Everton,,,,,2016,37,Y16W37
Ashley,Westwood,MID,BUR,4500000,1,13,0.117117117117117,2.6026026026026003e-08,2.8888888888888903e-06,0,193,3,9,0,0,0,0,0,2.9,0,0,0,13,0,0,0,0,0,0,1,0,0,0.0,357,0,0,0,0,551,0,0,0,68,West Ham,,,,,2016,37,Y16W37
Glenn,Whelan,MID,STK,4200000,2,62,2.1,5e-07,1.47619047619048e-05,0,53972,5,40,0,0,0,0,0,14.8,0,-3,0,62,3,0,0,0,3,0,7,0,1,0.7,42775,1,432,0,0,2276,0,0,0,380,Southampton,,,,,2016,37,Y16W37
Connor,Wickham,FWD,CRY,5500000,0,18,2.3,4.18181818181818e-07,3.27272727272727e-06,0,51741,1,6,0,0,0,2,0,3.3,0,-5,0,18,5,0,0,0,0,0,0,0,0,0.3,14609,0,225,0,0,412,0,0,0,59,Man Utd,,,,,2016,37,Y16W37
Georginio,Wijnaldum,MID,LIV,7500000,14,149,4.1,5.46666666666667e-07,1.9866666666666698e-05,0,162394,2,37,0,0,0,6,0,19.9,0,-5,0,149,5,0,0,0,14,0,11,0,9,1.7,79127,0,630,0,2,2974,0,0,0,650,Middlesbrough,,,,,2016,37,Y16W37
Ashley,Williams,DEF,EVE,5200000,0,127,3.5,6.73076923076923e-07,2.44230769230769e-05,0,496130,7,40,0,0,0,1,0,24.4,0,2,0,127,-2,0,0,0,9,0,13,0,3,8.7,540492,0,487,0,2,3160,0,0,1,739,Arsenal,,,,,2016,37,Y16W37
Jonathan,Williams,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,1230,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,280,0,1,0,0,0,0,0,0,0,Man Utd,,,,,2016,37,Y16W37
,Willian,MID,CHE,7000000,7,114,1.02702702702703,1.46718146718147e-07,1.62857142857143e-05,0,488979,3,19,0,0,0,8,0,16.3,0,-5,0,114,5,0,0,0,13,0,6,0,3,3.5,249225,0,512,0,4,1534,0,0,0,441,Sunderland,,,,,2016,37,Y16W37
Matthew,Willock,MID,MUN,4500000,0,0,0.0,0.0,0.0,0,67,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,219,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,2016,37,Y16W37
Jack,Wilshere,MID,BOU,5800000,0,61,2.1,3.62068965517241e-07,1.05172413793103e-05,0,81937,4,45,0,0,0,0,0,10.5,0,-2,0,61,2,0,0,0,2,0,5,0,3,0.5,82762,0,18,0,0,1950,0,0,0,312,Leicester,,,,,2016,37,Y16W37
Harry,Wilson,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,107,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,160,0,0,0,0,0,0,0,0,0,Middlesbrough,,,,,2016,37,Y16W37
James,Wilson,FWD,MUN,5000000,0,0,0.0,0.0,0.0,0,3581,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,828,0,1,0,0,0,0,0,0,0,Crystal Palace,,,,,2016,37,Y16W37
Kane,Wilson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,16225,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,23198,0,0,0,0,0,0,0,0,0,Swansea,,,,,2016,37,Y16W37
Kevin,Wimmer,DEF,TOT,4500000,0,2,0.018018018018018004,4.004004004004e-09,4.44444444444444e-07,0,11817,3,4,0,0,0,0,0,0.4,0,-5,0,2,5,0,0,0,0,0,0,0,0,0.1,7624,1,131,0,0,357,0,0,0,26,Hull City,,,,,2016,37,Y16W37
Harry,Winks,MID,TOT,4500000,0,30,1.4,3.11111111111111e-07,6.66666666666667e-06,0,6856,1,6,0,0,0,1,0,6.7,0,0,0,30,0,0,0,0,0,0,0,0,1,0.0,7322,0,0,0,0,494,0,0,0,141,Hull City,,,,,2016,37,Y16W37
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111e-07,2.22222222222222e-07,0,43812,1,5,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,851,0,330,0,0,180,0,0,0,23,Southampton,,,,,2016,37,Y16W37
Ben,Woodburn,MID,LIV,4300000,0,5,0.0450450450450451,1.04755918709407e-08,1.16279069767442e-06,0,1163,0,1,0,0,0,0,0,1.2,0,-2,0,5,2,0,0,0,0,0,0,0,0,0.0,1524,0,0,0,0,86,0,0,0,14,Middlesbrough,,,,,2016,37,Y16W37
Matthew,Worthington,MID,BOU,4500000,1,1,0.009009009009009007,2.002002002002e-09,2.22222222222222e-07,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,17,0,0,0,3,Leicester,,,,,2016,37,Y16W37
Ben,Wynter,DEF,CRY,4000000,0,0,0.0,0.0,0.0,0,6584,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9129,0,0,0,0,0,0,0,0,0,Man Utd,,,,,2016,37,Y16W37
Granit,Xhaka,MID,ARS,5200000,2,85,2.7,5.19230769230769e-07,1.63461538461538e-05,0,273981,5,32,0,0,0,2,0,16.3,0,-3,0,85,3,0,0,0,7,0,10,0,3,3.2,134586,0,0,0,1,2483,0,0,2,506,Everton,,,,,2016,37,Y16W37
Claudio,Yacob,MID,WBA,4300000,2,54,1.6,3.7209302325581396e-07,1.25581395348837e-05,0,13310,9,36,0,0,0,0,0,12.6,0,-2,0,54,2,0,0,0,0,0,4,0,0,0.2,10457,0,286,0,0,2418,0,0,0,366,Swansea,,,,,2016,37,Y16W37
,Yaya Toure,MID,MCI,7200000,3,86,0.7747747747747751,1.07607607607608e-07,1.19444444444444e-05,0,185727,4,17,0,0,0,5,0,11.9,0,-8,0,86,8,0,0,0,6,0,12,0,0,1.0,143190,0,525,0,2,1941,0,0,0,422,Watford,,,,,2016,37,Y16W37
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0.0,0.0,0.0,0,14284,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,496,0,227,0,0,0,0,0,0,0,Hull City,,,,,2016,37,Y16W37
Maya,Yoshida,DEF,SOU,4500000,2,78,3.4,7.555555555555559e-07,1.7333333333333305e-05,0,63196,2,32,0,0,0,1,0,17.3,0,0,0,78,0,0,0,0,8,0,7,0,1,5.9,303257,0,152,0,1,2070,0,0,0,469,Stoke,,,,,2016,37,Y16W37
Ashley,Young,MID,MUN,5000000,0,26,2.2,4.4e-07,5.2e-06,0,6205,2,6,0,0,0,0,0,5.2,0,-5,0,26,5,0,0,0,1,0,4,0,1,0.1,4466,0,178,0,0,760,0,0,0,154,Crystal Palace,,,,,2016,37,Y16W37
Pablo,Zabaleta,DEF,MCI,4700000,0,45,0.4054054054054049,8.62564692351926e-08,9.57446808510638e-06,0,91419,2,18,0,0,0,1,0,9.6,0,-3,0,45,3,0,0,0,5,0,2,0,1,1.2,60996,0,152,0,1,1065,0,0,0,230,Watford,,,,,2016,37,Y16W37
Wilfried,Zaha,MID,CRY,5800000,2,149,4.3,7.41379310344828e-07,2.56896551724138e-05,0,1118112,8,56,0,0,0,7,0,25.7,0,3,0,149,-3,0,0,0,13,0,7,0,11,11.9,1509710,0,353,0,4,3019,0,0,0,481,Man Utd,,,,,2016,37,Y16W37
Mauro,Zarate,FWD,WAT,5200000,0,8,2.7,5.19230769230769e-07,1.53846153846154e-06,0,2678,0,3,0,0,0,0,0,1.5,0,-3,0,8,3,0,0,0,0,0,0,0,1,0.0,2873,0,0,0,0,204,0,0,0,27,Man City,,,,,2016,37,Y16W37
Simone,Zaza,FWD,WHU,6000000,0,10,1.3,2.16666666666667e-07,1.66666666666667e-06,0,45101,2,14,0,0,0,0,0,1.7,0,-10,0,10,10,0,0,0,0,0,2,0,0,0.1,44581,0,0,0,0,459,0,0,0,21,Burnley,,,,,2016,37,Y16W37
Ron-Robert,Zieler,GLK,LEI,4400000,0,17,0.153153153153153,3.48075348075348e-08,3.86363636363636e-06,0,17126,0,16,0,18,0,0,0,3.9,0,-1,0,17,1,0,0,0,0,0,1,0,0,0.3,13381,0,0,0,0,754,0,0,0,119,Bournemouth,,,,,2016,37,Y16W37
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0.0,0.0,0.0,0,2407,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.0,180,0,0,0,0,0,0,0,0,0,Watford,,,,,2016,37,Y16W37
Kurt,Zouma,DEF,CHE,5300000,0,15,0.135135135135135,2.54971953085161e-08,2.83018867924528e-06,0,8545,0,8,0,0,0,0,0,2.8,0,-2,0,15,2,0,0,0,3,0,0,0,1,0.3,4877,0,185,0,0,250,0,0,0,69,Sunderland,,,,,2016,37,Y16W37
Juan,Zuniga,DEF,WAT,4100000,0,38,0.342342342342342,8.34981322786201e-08,9.26829268292683e-06,0,125112,1,15,0,0,0,1,0,9.3,0,-4,0,38,4,0,0,0,2,0,1,0,1,1.1,128130,0,0,0,1,823,0,0,0,173,Man City,,,,,2016,37,Y16W37
