FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex,year,week,Timeline
Toby,Alderweireld,DEF,TOT,6000000,2,36,4.0,6.66666666666667e-07,6e-06,0,269728,3,6,0,0,0,0,0,6.0,26778,0,0,36,0,0.8,0,5.0,3,0,5,0,0,11.9,151148,0,0,0,0,810,7807,0,0,188,Man Utd,Crystal Palace,Arsenal,West Brom,Leicester,25.9,2017,9,Y17W9
Trent,Alexander-Arnold,DEF,LIV,4300000,0,1,0.037037037037037,8.61326442721792e-09,2.3255813953488398e-07,0,134097,2,8,0,0,0,0,0,0.2,7141,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,1.2,67534,0,0,0,0,270,1725,0,0,38,Huddersfield,West Ham,Southampton,Chelsea,Stoke,20.7,2017,9,Y17W9
Joe,Allen,MID,STK,5300000,2,18,2.3,4.33962264150943e-07,3.39622641509434e-06,0,142171,3,13,0,0,0,0,0,3.4,6528,-2,0,18,2,0.2,0,1.0,1,0,1,0,1,1.6,15355,0,0,0,0,713,577,0,0,97,Watford,Leicester,Brighton,Crystal Palace,Liverpool,30.9,2017,9,Y17W9
Bamidele,Alli,MID,TOT,9300000,9,47,5.2,5.59139784946237e-07,5.0537634408602206e-06,0,1122421,1,6,0,0,0,3,0,5.1,89519,-2,1,47,2,0.5,0,4.7,4,0,5,0,2,20.6,439946,0,0,0,1,801,16872,-1,0,144,Man Utd,Crystal Palace,Arsenal,West Brom,Leicester,74.8,2017,9,Y17W9
Marcos,Alonso,DEF,CHE,6900000,1,34,3.8,5.50724637681159e-07,4.92753623188406e-06,0,621901,3,10,0,0,0,2,0,4.9,82146,-1,1,34,1,0.2,0,1.3,3,0,2,0,0,14.9,537150,0,0,0,1,755,8763,-1,0,158,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,52.6,2017,9,Y17W9
Daniel,Amartey,MID,LEI,4400000,0,1,0.037037037037037,8.417508417508421e-09,2.2727272727272702e-07,0,10974,0,2,0,0,0,0,0,0.2,1074,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,8537,0,0,0,0,18,320,0,0,2,Everton,Stoke,Man City,West Ham,Tottenham,0.6,2017,9,Y17W9
Ethan,Ampadu,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,41,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,101,0,0,0,0,0,101,0,0,0,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,0.0,2017,9,Y17W9
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7232,0,3,0,0,0,0,0,1.2,123,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3615,0,0,0,0,198,3,0,0,11,Stoke,Everton,West Ham,Newcastle,Man Utd,8.0,2017,9,Y17W9
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,27834,0,0,0,0,0,0,0,0.0,4741,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,43704,0,0,0,0,0,6498,0,0,0,West Ham,Tottenham,Everton,Stoke,Brighton,0.0,2017,9,Y17W9
Michail,Antonio,MID,WHU,7500000,2,26,3.3,4.4e-07,3.46666666666667e-06,0,57093,1,9,0,0,0,1,0,3.5,15112,0,0,26,0,0.6,0,4.3,1,0,3,0,1,0.6,71057,0,0,0,0,634,1035,0,0,67,Crystal Palace,Liverpool,Watford,Leicester,Everton,42.5,2017,9,Y17W9
Scott,Arfield,MID,BUR,4900000,2,19,2.7,5.510204081632651e-07,3.8775510204081595e-06,0,11298,3,7,0,0,0,1,0,3.9,1745,-1,0,19,1,0.3,0,1.7,3,0,2,0,0,0.3,20279,0,0,0,1,496,525,0,0,53,Newcastle,Southampton,Swansea,Arsenal,Bournemouth,16.2,2017,9,Y17W9
Marko,Arnautovic,MID,WHU,6900000,2,6,0.222222222222222,3.22061191626409e-08,8.695652173913041e-07,0,93274,0,12,0,0,0,0,0,0.9,3015,-1,0,6,1,0.1,0,1.0,0,0,0,0,0,0.6,31251,0,0,0,0,337,304,0,1,17,Crystal Palace,Liverpool,Watford,Leicester,Everton,14.4,2017,9,Y17W9
Harry,Arter,MID,BOU,4900000,1,9,1.5,3.06122448979592e-07,1.8367346938775502e-06,0,28190,2,9,0,0,0,0,0,1.8,1365,-1,0,9,1,0.1,0,0.3,0,0,0,0,0,0.5,8285,0,0,0,0,463,202,0,0,66,Chelsea,Newcastle,Huddersfield,Swansea,Burnley,13.8,2017,9,Y17W9
Christian,Atsu,MID,NEW,5100000,3,32,3.6,7.058823529411759e-07,6.27450980392157e-06,0,232072,0,8,0,0,0,1,0,6.3,27474,1,0,32,-1,0.6,0,3.3,2,0,2,0,2,4.5,325747,0,0,0,0,742,18879,0,0,92,Burnley,Bournemouth,Man Utd,Watford,West Brom,45.2,2017,9,Y17W9
Serge,Aurier,DEF,TOT,5900000,2,1,0.037037037037037,6.27746390458255e-09,1.6949152542372902e-07,0,22332,0,3,0,0,0,0,0,0.2,1125,-1,0,1,1,0.1,0,0.7,0,0,0,0,0,0.2,27324,0,0,0,0,186,2143,0,1,10,Man Utd,Crystal Palace,Arsenal,West Brom,Leicester,5.3,2017,9,Y17W9
Charlie,Austin,FWD,SOU,6100000,1,13,0.481481481481481,7.89313904068002e-08,2.13114754098361e-06,0,64696,0,0,0,0,0,1,0,2.1,1829,-4,1,13,4,0.2,0,1.0,2,0,0,0,0,0.4,18154,0,0,0,0,78,469,-1,0,41,Brighton,Burnley,Liverpool,Everton,Man City,11.2,2017,9,Y17W9
Andre,Ayew,MID,WHU,6900000,1,22,2.8,4.05797101449275e-07,3.18840579710145e-06,0,67193,1,9,0,0,0,1,0,3.2,4030,-1,1,22,1,0.2,0,1.3,2,0,1,0,1,1.2,29497,0,0,0,0,412,2940,-1,0,83,Crystal Palace,Liverpool,Watford,Leicester,Everton,21.0,2017,9,Y17W9
Jordan,Ayew,FWD,SWA,5000000,5,28,3.1,6.2e-07,5.6e-06,0,160787,0,10,0,0,0,1,0,5.6,18495,0,0,28,0,0.8,0,4.0,0,0,4,0,2,3.8,239138,0,0,0,0,810,29057,0,0,104,Arsenal,Brighton,Burnley,Bournemouth,Chelsea,35.6,2017,9,Y17W9
Cesar,Azpilicueta,DEF,CHE,6700000,7,47,5.2,7.76119402985075e-07,7.014925373134331e-06,0,267591,1,10,0,0,0,1,0,7.1,23872,2,-1,47,-2,0.4,0,2.7,5,0,3,0,4,16.2,472923,1,0,0,1,810,72551,1,0,233,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,45.8,2017,9,Y17W9
Eric,Bailly,DEF,MUN,6100000,0,38,6.3,1.0327868852458999e-06,6.229508196721309e-06,0,573572,2,2,0,0,0,1,0,6.2,122713,1,1,38,-1,0.0,0,0.0,3,0,5,0,0,10.2,516568,0,0,0,1,540,851,-1,0,157,Tottenham,Chelsea,Newcastle,Brighton,Watford,23.2,2017,9,Y17W9
Leighton,Baines,DEF,EVE,5800000,0,15,1.7,2.9310344827586197e-07,2.58620689655172e-06,0,280545,1,18,0,0,0,0,0,2.6,24594,-2,0,15,2,0.2,0,1.0,0,0,1,0,0,5.3,38538,0,0,0,0,803,736,0,0,122,Leicester,Watford,Crystal Palace,Southampton,West Ham,30.6,2017,9,Y17W9
Tiemoue,Bakayoko,MID,CHE,5100000,5,28,3.5,6.86274509803922e-07,5.49019607843137e-06,0,69947,1,7,0,0,0,1,0,5.5,15100,1,0,28,-1,1.0,0,5.3,3,0,1,0,2,3.7,214932,0,0,0,0,582,74780,0,0,136,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,32.9,2017,9,Y17W9
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1191,0,0,0,0,0,0,0,0.0,83,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,526,0,0,0,0,0,60,0,0,0,Southampton,Swansea,Stoke,Man Utd,Crystal Palace,0.0,2017,9,Y17W9
Phil,Bardsley,DEF,BUR,4300000,0,0,0.0,0.0,0.0,0,4541,0,0,0,0,0,0,0,0.0,226,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,850,0,0,0,0,0,82,0,0,0,Newcastle,Southampton,Swansea,Arsenal,Bournemouth,0.0,2017,9,Y17W9
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,8862,0,0,0,0,0,0,0,0.0,194,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,663,0,0,0,0,0,37,0,0,0,Leicester,Watford,Crystal Palace,Southampton,West Ham,0.0,2017,9,Y17W9
Ashley,Barnes,FWD,BUR,5200000,1,7,0.25925925925925897,4.98575498575499e-08,1.34615384615385e-06,0,30725,2,3,0,0,0,0,0,1.3,1320,-3,0,7,3,0.2,0,1.0,0,0,0,0,0,0.3,4439,0,0,0,0,197,878,0,0,19,Newcastle,Southampton,Swansea,Arsenal,Bournemouth,7.0,2017,9,Y17W9
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,235,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,35,0,0,0,0,0,6,0,0,0,Arsenal,Brighton,Burnley,Bournemouth,Chelsea,0.0,2017,9,Y17W9
Gareth,Barry,MID,WBA,4500000,1,17,2.1,4.66666666666667e-07,3.77777777777778e-06,0,71818,0,9,0,0,0,0,0,3.8,11973,0,0,17,0,0.4,0,1.7,0,0,2,0,0,1.4,40867,0,0,0,0,682,383,0,0,78,Man City,Huddersfield,Chelsea,Tottenham,Newcastle,25.9,2017,9,Y17W9
Kyle,Bartley,DEF,SWA,4400000,0,3,1.5,3.40909090909091e-07,6.81818181818182e-07,0,4696,0,1,0,0,0,0,0,0.7,146,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,668,0,0,0,0,75,10,0,0,18,Arsenal,Brighton,Burnley,Bournemouth,Chelsea,3.9,2017,9,Y17W9
Michy,Batshuayi,FWD,CHE,8100000,12,15,2.5,3.0864197530864203e-07,1.8518518518518502e-06,0,115488,0,6,0,0,0,2,0,1.9,11635,-4,0,15,4,0.6,0,4.7,3,0,0,0,0,1.2,92201,1,0,0,1,183,24878,0,0,52,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,15.4,2017,9,Y17W9
Jan,Bednarek,DEF,SOU,4300000,0,0,0.0,0.0,0.0,0,7047,0,0,0,0,0,0,0,0.0,247,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,887,0,0,0,0,0,74,0,0,0,Brighton,Burnley,Liverpool,Everton,Man City,0.0,2017,9,Y17W9
Asmir,Begovic,GLK,BOU,4500000,2,24,2.7,6e-07,5.333333333333329e-06,0,110534,1,13,0,30,0,0,0,5.3,7423,0,0,24,0,0.7,0,3.3,0,0,1,0,0,3.9,34278,0,0,0,0,810,1413,0,0,151,Chelsea,Newcastle,Huddersfield,Swansea,Burnley,22.6,2017,9,Y17W9
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,8888,0,0,0,0,0,0,0,0.0,216,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,593,0,0,0,0,0,12,0,0,0,Stoke,Everton,West Ham,Newcastle,Man Utd,0.0,2017,9,Y17W9
Hector,Bellerin,DEF,ARS,5900000,1,35,3.9,6.61016949152542e-07,5.93220338983051e-06,0,344108,1,12,0,0,0,0,0,5.9,26701,-1,0,35,1,0.7,0,4.3,4,0,4,0,1,10.6,166519,0,0,0,1,810,21369,0,0,173,Swansea,Man City,Tottenham,Burnley,Huddersfield,40.6,2017,9,Y17W9
Yohan,Benalouane,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,2213,0,0,0,0,0,0,0,0.0,111,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,527,0,0,0,0,0,56,-1,0,0,Everton,Stoke,Man City,West Ham,Tottenham,0.0,2017,9,Y17W9
Christian,Benteke,FWD,CRY,7600000,0,9,1.5,1.97368421052632e-07,1.18421052631579e-06,0,371025,3,11,0,0,0,0,0,1.2,4477,-4,0,9,4,0.0,0,0.0,0,0,0,0,0,2.1,27651,0,0,0,0,521,106,0,0,-11,West Ham,Tottenham,Everton,Stoke,Brighton,21.3,2017,9,Y17W9
Saido,Berahino,FWD,STK,5700000,1,9,1.8,3.15789473684211e-07,1.57894736842105e-06,0,27649,0,1,0,0,0,0,0,1.6,1156,-3,1,9,3,0.1,1,0.3,0,0,2,0,1,0.3,10897,0,0,0,0,230,334,-1,0,18,Watford,Leicester,Brighton,Crystal Palace,Liverpool,11.2,2017,9,Y17W9
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,205,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,25,0,0,0,0,0,4,0,0,0,Stoke,Everton,West Ham,Newcastle,Man Utd,0.0,2017,9,Y17W9
,Bernardo Silva,MID,MCI,7500000,6,19,0.703703703703704,9.382716049382722e-08,2.53333333333333e-06,0,91243,0,1,0,0,0,1,0,2.5,1555,-5,0,19,5,0.6,0,4.3,0,0,1,0,1,0.6,17277,0,0,0,0,278,2076,0,0,78,West Brom,Arsenal,Leicester,Huddersfield,Southampton,26.6,2017,9,Y17W9
Ryan,Bertrand,DEF,SOU,5500000,6,32,3.6,6.54545454545455e-07,5.81818181818182e-06,0,417887,0,9,0,0,0,0,0,5.8,24336,0,0,32,0,0.5,0,2.7,2,0,4,0,0,10.0,210553,0,0,0,0,805,7100,0,0,165,Brighton,Burnley,Liverpool,Everton,Man City,37.1,2017,9,Y17W9
Muhamed,Besic,MID,EVE,4400000,0,2,0.0740740740740741,1.68350168350168e-08,4.54545454545455e-07,0,7939,0,0,0,0,0,0,0,0.5,826,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.2,7566,0,0,0,0,46,265,0,0,10,Leicester,Watford,Crystal Palace,Southampton,West Ham,3.0,2017,9,Y17W9
Philip,Billing,MID,HUD,4500000,0,12,0.444444444444444,9.876543209876537e-08,2.66666666666667e-06,0,27453,2,5,0,0,0,0,0,2.7,3757,0,0,12,0,0.2,0,0.7,0,0,3,0,0,0.4,31468,0,0,0,0,420,42,0,0,52,Liverpool,West Brom,Bournemouth,Man City,Arsenal,12.6,2017,9,Y17W9
Daley,Blind,DEF,MUN,5400000,0,19,0.703703703703704,1.30315500685871e-07,3.5185185185185204e-06,0,154123,0,0,0,0,0,0,0,3.5,9039,-1,0,19,1,0.0,0,0.0,0,0,3,0,0,1.4,128338,0,0,0,0,271,645,0,0,84,Tottenham,Chelsea,Newcastle,Brighton,Watford,14.8,2017,9,Y17W9
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,881,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,515,0,0,0,0,17,2,0,0,1,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,0.0,2017,9,Y17W9
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6220,0,1,0,0,0,0,0,0.4,88,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1856,0,0,0,0,71,3,0,0,5,Watford,Leicester,Brighton,Crystal Palace,Liverpool,1.9,2017,9,Y17W9
Yannick,Bolasie,MID,EVE,6400000,0,0,0.0,0.0,0.0,0,3342,0,0,0,0,0,0,0,0.0,86,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,447,0,0,0,0,0,25,0,0,0,Leicester,Watford,Crystal Palace,Southampton,West Ham,0.0,2017,9,Y17W9
Gaetan,Bong,DEF,BHA,4400000,6,7,0.25925925925925897,5.8922558922558894e-08,1.59090909090909e-06,0,3618,0,2,0,0,0,0,0,1.6,138,-1,0,7,1,0.5,0,2.3,0,0,1,0,0,0.1,941,0,0,0,0,180,511,0,0,40,Southampton,Swansea,Stoke,Man Utd,Crystal Palace,3.8,2017,9,Y17W9
Wilfried,Bony,FWD,SWA,5800000,0,7,0.25925925925925897,4.46998722860792e-08,1.20689655172414e-06,0,48658,1,2,0,0,0,0,0,1.2,4929,-2,1,7,2,0.1,0,0.3,0,0,0,0,1,0.2,54038,0,0,0,0,168,85,-1,0,15,Arsenal,Brighton,Burnley,Bournemouth,Chelsea,7.1,2017,9,Y17W9
Artur,Boruc,GLK,BOU,4300000,0,0,0.0,0.0,0.0,0,118667,0,0,0,0,0,0,0,0.0,4763,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.9,3116,0,0,0,0,0,228,0,0,0,Chelsea,Newcastle,Huddersfield,Swansea,Burnley,0.0,2017,9,Y17W9
Sofiane,Boufal,MID,SOU,5700000,8,13,0.481481481481481,8.44704353476283e-08,2.28070175438596e-06,0,8368,0,3,0,0,0,1,0,2.3,532,-3,0,13,3,0.6,0,3.3,2,0,0,0,0,0.2,4384,0,0,0,0,160,3116,0,0,58,Brighton,Burnley,Liverpool,Everton,Man City,17.9,2017,9,Y17W9
,Brad Smith,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,120991,0,0,0,0,0,0,0,0.0,10700,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.1,48891,0,0,0,0,0,190,0,0,0,Chelsea,Newcastle,Huddersfield,Swansea,Burnley,0.0,2017,9,Y17W9
Robbie,Brady,MID,BUR,5500000,2,29,3.2,5.81818181818182e-07,5.272727272727269e-06,0,96840,2,9,0,0,0,0,0,5.3,15408,0,0,29,0,0.4,0,2.3,4,0,3,0,2,1.9,163562,0,0,0,0,797,3070,0,0,110,Newcastle,Southampton,Swansea,Arsenal,Bournemouth,53.3,2017,9,Y17W9
Claudio,Bravo,GLK,MCI,4700000,0,1,0.037037037037037,7.88022064617809e-09,2.1276595744680886e-07,0,30640,0,0,0,0,0,0,0,0.2,1459,-3,1,1,3,0.0,0,0.0,0,0,0,0,0,0.5,6053,0,0,0,0,44,252,-1,0,4,West Brom,Arsenal,Leicester,Huddersfield,Southampton,0.3,2017,9,Y17W9
Miguel,Britos,DEF,WAT,4500000,0,12,0.444444444444444,9.876543209876537e-08,2.66666666666667e-06,0,118137,1,8,0,0,0,1,0,2.7,2107,0,0,12,0,0.2,0,0.7,0,0,1,0,0,1.0,113102,0,0,0,0,383,912,0,1,68,Stoke,Everton,West Ham,Newcastle,Man Utd,16.3,2017,9,Y17W9
Leon,Britton,MID,SWA,4400000,1,9,0.33333333333333304,7.575757575757571e-08,2.04545454545455e-06,0,5440,1,1,0,0,0,0,0,2.0,404,-1,1,9,1,0.5,0,2.0,0,0,3,0,0,0.1,3385,0,0,0,0,269,323,-1,0,25,Arsenal,Brighton,Burnley,Bournemouth,Chelsea,1.6,2017,9,Y17W9
Isaiah,Brown,MID,BHA,5300000,1,5,0.185185185185185,3.49406009783368e-08,9.43396226415094e-07,0,3135,0,3,0,0,0,0,0,0.9,87,-2,0,5,2,0.2,0,1.3,0,0,0,0,0,0.0,341,0,0,0,0,117,39,0,0,16,Southampton,Swansea,Stoke,Man Utd,Crystal Palace,3.9,2017,9,Y17W9
,Bruno,DEF,BHA,4500000,8,26,3.3,7.33333333333333e-07,5.7777777777777805e-06,0,10589,2,7,0,0,0,0,0,5.8,1679,0,0,26,0,0.7,0,3.3,4,0,3,0,0,0.4,15319,0,0,0,0,646,8305,0,0,126,Southampton,Swansea,Stoke,Man Utd,Crystal Palace,17.3,2017,9,Y17W9
Chris,Brunt,MID,WBA,5300000,0,19,0.703703703703704,1.3277428371768e-07,3.58490566037736e-06,0,108816,0,2,0,0,0,0,0,3.5,8004,-2,1,19,2,0.1,0,0.7,3,0,3,0,1,1.0,118745,0,0,0,0,402,94,-1,0,90,Man City,Huddersfield,Chelsea,Tottenham,Newcastle,21.8,2017,9,Y17W9
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,503,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,62,0,0,0,0,0,4,0,0,0,Liverpool,West Brom,Bournemouth,Man City,Arsenal,0.0,2017,9,Y17W9
Oliver,Burke,MID,WBA,5300000,0,5,0.185185185185185,3.49406009783368e-08,9.43396226415094e-07,0,2771,0,1,0,0,0,0,0,0.9,253,-2,1,5,2,0.0,0,0.0,0,0,0,0,1,0.0,3288,0,0,0,0,35,10,-1,0,16,Man City,Huddersfield,Chelsea,Tottenham,Newcastle,5.6,2017,9,Y17W9
Jack,Butland,GLK,STK,5000000,1,23,2.6,5.2e-07,4.6e-06,0,76791,0,20,0,25,0,0,0,4.6,7509,0,0,23,0,0.2,0,1.0,3,0,1,0,0,3.3,87100,0,0,0,1,810,714,0,0,147,Watford,Leicester,Brighton,Crystal Palace,Liverpool,20.2,2017,9,Y17W9
Sam,Byram,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,6069,0,0,0,0,0,0,0,0.0,328,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1066,0,0,0,0,0,164,0,0,0,Crystal Palace,Liverpool,Watford,Leicester,Everton,0.0,2017,9,Y17W9
Willy,Caballero,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,3221,0,0,0,0,0,0,0,0.0,151,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,484,0,0,0,0,0,51,-1,0,0,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,0.0,2017,9,Y17W9
Yohan,Cabaye,MID,CRY,5400000,1,15,2.1,3.88888888888889e-07,2.77777777777778e-06,0,18372,3,10,0,0,0,0,0,2.8,1716,-1,0,15,1,0.6,0,3.3,3,0,0,0,1,0.3,10359,0,0,0,0,533,1560,0,0,97,West Ham,Tottenham,Everton,Stoke,Brighton,35.2,2017,9,Y17W9
Gary,Cahill,DEF,CHE,6300000,1,9,0.33333333333333304,5.29100529100529e-08,1.4285714285714301e-06,0,493010,0,8,0,0,0,0,0,1.4,10435,-2,0,9,2,0.2,0,1.3,1,0,1,0,0,3.5,26528,0,0,0,0,404,2354,0,1,75,Bournemouth,Man Utd,West Brom,Liverpool,Swansea,10.7,2017,9,Y17W9
,Callum Wilson,FWD,BOU,5900000,0,0,0.0,0.0,0.0,0,1498,0,0,0,0,0,0,0,0.0,147,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1411,0,0,0,0,0,1059,0,0,0,Chelsea,Newcastle,Huddersfield,Swansea,Burnley,0.0,2017,9,Y17W9
Dominic,Calvert-Lewin,FWD,EVE,5000000,2,23,2.6,5.2e-07,4.6e-06,0,121683,1,11,0,0,0,0,0,4.6,11934,0,0,23,0,0.5,0,2.7,0,0,1,0,3,2.0,184279,0,0,0,0,611,11300,0,0,55,Leicester,Watford,Crystal Palace,Southampton,West Ham,47.6,2017,9,Y17W9
