FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex
Nick,Pope,GLK,BUR,5000000,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0.4,63,0,0,0,0,0,63,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Alex,Pritchard,MID,HUD,5000000,1,1,1,2.00E-07,2.00E-07,0,252,0,2,0,0,0,0,0,0.2,252,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,78,0,0,0,0,45,78,0,0,2,Man City,Cardiff City,Everton,Crystal Palace,Leicester,2.3
Sebastian,Prodl,DEF,WAT,4500000,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0.2,70,0,0,0,0,0,70,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Davy,Propper,MID,BHA,5000000,2,2,2,4.00E-07,4.00E-07,0,496,0,2,0,0,0,0,0,0.4,496,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,68,0,0,0,0,90,68,0,0,9,Man Utd,Liverpool,Fulham,Southampton,Tottenham,2.3
Marc,Pugh,MID,BOU,4500000,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0.7,310,0,0,0,0,0,310,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Jason,Puncheon,MID,CRY,4500000,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0.8,488,0,0,0,0,0,488,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Collin,Quaner,FWD,HUD,4500000,0,0,0,0,0,0,11814,0,0,0,0,0,0,0,0,11814,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2496,0,0,0,0,0,2496,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Domingos,Quina,MID,WAT,4500000,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0.1,145,0,0,0,0,0,145,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Joe,Ralls,MID,CAR,5000000,2,2,2,4.00E-07,4.00E-07,0,1308,0,2,0,0,0,0,0,0.4,1308,0,0,2,0,0.4,0,2,0,0,0,0,0,0.3,147,0,0,0,0,90,147,0,0,12,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,4
Aaron,Ramsey,MID,ARS,7500000,1,1,1,1.33E-07,1.33E-07,0,3160,0,1,0,0,0,0,0,0.1,3160,0,0,1,0,0.1,0,1,0,0,0,0,0,1.4,1729,0,0,0,0,53,1729,0,0,7,Chelsea,West Ham,Cardiff City,Newcastle,Everton,2.9
Marcus,Rashford,FWD,MUN,7000000,2,2,2,2.86E-07,2.86E-07,0,28240,0,0,0,0,0,0,0,0.3,28240,0,0,2,0,0.3,0,2,0,0,1,0,0,11.2,12457,0,0,0,0,66,12457,0,0,13,Brighton,Tottenham,Burnley,Watford,Wolverhampton,1.7
Tim,Ream,DEF,FUL,4500000,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21,0,0,0,0,0,21,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Nathan,Redmond,MID,SOU,5500000,3,3,3,5.45E-07,5.45E-07,0,1245,0,0,0,0,0,0,0,0.5,1245,0,0,3,0,0.5,0,3,0,0,1,0,0,0.5,589,0,0,0,0,90,589,0,0,13,Everton,Leicester,Crystal Palace,Brighton,Liverpool,6.1
Bobby,Reid,FWD,CAR,5500000,2,2,2,3.64E-07,3.64E-07,0,1757,0,1,0,0,0,0,0,0.4,1757,0,0,2,0,0.4,0,2,0,0,0,0,0,0.7,1373,0,0,0,0,87,1373,0,0,8,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,6.9
Winston,Reid,DEF,WHU,4500000,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Declan,Rice,DEF,WHU,4500000,0,0,0,0,0,0,597,0,2,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0.3,173,0,0,0,0,45,173,0,0,5,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0.4
,Richarlison,MID,EVE,6500000,14,14,14,2.15E-06,2.15E-06,0,15822,1,2,0,0,0,2,0,2.2,15822,0,0,14,0,2.2,0,14,3,0,0,0,0,20.9,121309,0,0,0,1,85,121309,0,0,46,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,14
Diego,Rico,DEF,BOU,4500000,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Sergio,Rico,GLK,FUL,4500000,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0.3,230,0,0,0,0,0,230,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Jairo,Riedewald,DEF,CRY,4500000,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0.1,60,0,0,0,0,0,60,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Matt,Ritchie,MID,NEW,6000000,5,5,5,8.33E-07,8.33E-07,0,1551,0,2,0,0,0,0,0,0.8,1551,0,0,5,0,0.8,0,5,0,0,0,0,1,1.1,3866,0,0,0,0,68,3866,0,0,19,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,6.7
Andrew,Robertson,DEF,LIV,6000000,11,11,11,1.83E-06,1.83E-06,0,7455,0,0,0,0,0,0,0,1.8,7455,0,0,11,0,1.8,0,11,2,0,1,0,1,16.1,34236,0,0,0,0,90,34236,0,0,41,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,7.3
Marcos,Rojo,DEF,MUN,5000000,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0.1,69,0,0,0,0,0,69,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Sergio,Romero,GLK,MUN,5000000,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0.1,21,0,0,0,0,0,21,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Salomon,Rondon,FWD,NEW,6000000,1,1,1,1.67E-07,1.67E-07,0,3774,0,0,0,0,0,0,0,0.2,3774,0,0,1,0,0.2,0,1,0,0,0,0,0,1.6,2579,0,0,0,0,31,2579,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,2.5
Danny,Rose,DEF,TOT,6000000,0,0,0,0,0,0,5112,0,0,0,0,0,0,0,0,5112,0,0,0,0,0,0,0,0,0,0,0,0,1.4,366,0,0,0,0,0,366,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
John,Ruddy,GLK,WOL,4500000,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0.5,49,0,0,0,0,0,49,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Antonio,Rudiger,DEF,CHE,6000000,9,9,9,1.50E-06,1.50E-06,0,3461,0,0,0,0,0,0,0,1.5,3461,0,0,9,0,1.5,0,9,3,0,1,0,0,3.1,6841,0,0,0,0,90,6841,0,0,35,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,5.4
Mathew,Ryan,GLK,BHA,4500000,2,2,2,4.44E-07,4.44E-07,0,6080,0,2,0,3,0,0,0,0.4,6080,0,0,2,0,0.4,0,2,0,0,0,0,0,5.2,753,0,0,0,0,90,753,0,0,15,Man Utd,Liverpool,Fulham,Southampton,Tottenham,2.3
Abdelhamid,Sabiri,MID,HUD,4500000,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,0,0,0,0,0,49,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Romain,Saiss,DEF,WOL,4500000,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,0.3,56,0,0,0,0,0,56,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Mamadou,Sakho,DEF,CRY,5000000,7,7,7,1.40E-06,1.40E-06,0,1939,0,0,0,0,0,0,0,1.4,1939,0,0,7,0,1.4,0,7,1,0,1,0,0,1.6,2712,0,0,0,0,90,2712,0,0,33,Liverpool,Watford,Southampton,Huddersfield,Newcastle,1.9
Bakary,Sako,MID,CRY,5000000,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,96,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Mohamed,Salah,MID,LIV,13000000,8,8,8,6.15E-07,6.15E-07,0,9741,0,0,0,0,0,1,0,0.6,9741,0,0,8,0,0.6,0,8,0,0,1,0,0,54.5,27234,0,0,0,0,86,27234,0,0,20,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,16.9
Alexis,Sanchez,MID,MUN,10500000,5,5,5,4.76E-07,4.76E-07,0,28319,0,1,0,0,0,0,0,0.5,28319,0,0,5,0,0.5,0,5,0,0,0,0,1,9.5,4125,0,0,0,0,90,4125,0,0,22,Brighton,Tottenham,Burnley,Watford,Wolverhampton,8.2
Davinson,Sanchez,DEF,TOT,6000000,5,5,5,8.33E-07,8.33E-07,0,2384,0,1,0,0,0,0,0,0.8,2384,0,0,5,0,0.8,0,5,0,0,0,0,1,2.8,4306,0,0,0,0,90,4306,0,0,24,Fulham,Man Utd,Watford,Liverpool,Brighton,6.2
,Sandro,FWD,EVE,5500000,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0.3,476,0,0,0,0,0,476,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Leroy,Sane,MID,MCI,9500000,1,1,1,1.05E-07,1.05E-07,0,52720,0,0,0,0,0,0,0,0.1,52720,0,0,1,0,0.1,0,1,0,0,0,0,0,13,4814,0,0,0,0,3,4814,0,0,3,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,1.2
Fabian,Schar,DEF,NEW,5000000,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0.3,123,0,0,0,0,0,123,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
Ezequiel,Schelotto,DEF,BHA,4000000,0,0,0,0,0,0,6036,0,0,0,0,0,0,0,0,6036,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1187,0,0,0,0,0,1187,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Christopher,Schindler,DEF,HUD,4500000,0,0,0,0,0,0,8643,1,3,0,0,0,0,0,0,8643,0,0,0,0,0,0,0,0,0,0,0,0,3.2,194,0,0,0,0,90,194,0,0,6,Man City,Cardiff City,Everton,Crystal Palace,Leicester,2
Jeffrey,Schlupp,DEF,CRY,4500000,11,11,11,2.44E-06,2.44E-06,0,3630,1,0,0,0,0,1,0,2.4,3630,0,0,11,0,2.4,0,11,0,0,1,0,0,1.5,27067,0,0,0,1,90,27067,0,0,30,Liverpool,Watford,Southampton,Huddersfield,Newcastle,6.3
Kasper,Schmeichel,GLK,LEI,5000000,2,2,2,4.00E-07,4.00E-07,0,4979,0,2,0,4,0,0,0,0.4,4979,0,0,2,0,0.4,0,2,0,0,0,0,0,5.4,5777,0,0,0,0,90,5777,0,0,16,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,3
Morgan,Schneiderlin,MID,EVE,4500000,2,2,2,4.44E-07,4.44E-07,0,5062,0,2,0,0,0,0,0,0.4,5062,0,0,2,0,0.4,0,2,0,0,0,0,0,2.6,6772,0,0,0,0,90,6772,0,0,14,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,1.6
Andre,Schurrle,MID,FUL,6000000,2,2,2,3.33E-07,3.33E-07,0,29167,0,1,0,0,0,0,0,0.3,29167,0,0,2,0,0.3,0,2,0,0,0,0,0,6.2,3049,0,0,0,0,60,3049,0,0,8,Tottenham,Burnley,Brighton,Man City,Watford,3
Ken,Sema,MID,WAT,5000000,1,1,1,2.00E-07,2.00E-07,0,455,0,0,0,0,0,0,0,0.2,455,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,70,0,0,0,0,9,70,0,0,5,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0.3
Jean Michael,Seri,MID,FUL,5500000,2,2,2,3.64E-07,3.64E-07,0,8063,0,2,0,0,0,0,0,0.4,8063,0,0,2,0,0.4,0,2,0,0,0,0,0,1.9,1067,0,0,0,0,81,1067,0,0,26,Tottenham,Burnley,Brighton,Man City,Watford,5.8
Ryan,Sessegnon,MID,FUL,6500000,2,2,2,3.08E-07,3.08E-07,0,37043,0,2,0,0,0,0,0,0.3,37043,0,0,2,0,0.3,0,2,0,0,0,0,0,9.3,2437,0,0,0,0,90,2437,0,0,6,Tottenham,Burnley,Brighton,Man City,Watford,5.8
Xherdan,Shaqiri,MID,LIV,7500000,1,1,1,1.33E-07,1.33E-07,0,40605,0,0,0,0,0,0,0,0.1,40605,0,0,1,0,0.1,0,1,0,0,0,0,0,6.9,1966,0,0,0,0,8,1966,0,0,1,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0.2
Luke,Shaw,DEF,MUN,5000000,11,11,11,2.20E-06,2.20E-06,0,6811,0,1,0,0,0,1,0,2.2,6811,0,0,11,0,2.2,0,11,3,0,0,0,0,7.7,131591,0,0,0,1,90,131591,0,0,30,Brighton,Tottenham,Burnley,Watford,Wolverhampton,11.1
Jonjo,Shelvey,MID,NEW,5500000,2,2,2,3.64E-07,3.64E-07,0,2078,0,2,0,0,0,0,0,0.4,2078,0,0,2,0,0.4,0,2,0,0,0,0,0,1.2,1089,0,0,0,0,90,1089,0,0,13,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,4.3
Gylfi,Sigurdsson,MID,EVE,7500000,1,1,1,1.33E-07,1.33E-07,0,7772,0,0,0,0,0,0,0,0.1,7772,0,0,1,0,0.1,0,1,0,0,0,0,0,2.2,1303,0,0,0,0,43,1303,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0.2
,Silva,MID,LEI,5000000,2,2,2,4.00E-07,4.00E-07,0,751,0,1,0,0,0,0,0,0.4,751,0,0,2,0,0.4,0,2,0,0,0,0,0,0.3,845,0,0,0,0,79,845,0,0,13,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,1.7
Danny,Simpson,DEF,LEI,4500000,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0.4,209,0,0,0,0,0,209,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Jack,Simpson,DEF,BOU,4000000,0,0,0,0,0,0,11848,0,0,0,0,0,0,0,0,11848,0,0,0,0,0,0,0,0,0,0,0,0,5.7,4769,0,0,0,0,0,4769,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Joshua,Sims,MID,SOU,4500000,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0.1,80,0,0,0,0,0,80,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Jerome,Sinclair,FWD,WAT,4500000,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0.2,195,0,0,0,0,0,195,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Moussa,Sissoko,MID,TOT,5000000,2,2,2,4.00E-07,4.00E-07,0,294,0,1,0,0,0,0,0,0.4,294,0,0,2,0,0.4,0,2,0,0,0,0,0,0.1,956,0,0,0,0,90,956,0,0,11,Fulham,Man Utd,Watford,Liverpool,Brighton,3.5
Chris,Smalling,DEF,MUN,6000000,0,0,0,0,0,0,21645,0,0,0,0,0,0,0,0,21645,0,0,0,0,0,0,0,0,0,0,0,0,3,505,0,0,0,0,0,505,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Tommy,Smith,DEF,HUD,4500000,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0.1,32,0,0,0,0,0,32,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Alex,Smithies,GLK,CAR,4500000,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,0,0,0,0,0,48,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Robert,Snodgrass,MID,WHU,5500000,1,1,1,1.82E-07,1.82E-07,0,518,0,2,0,0,0,0,0,0.2,518,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,112,0,0,0,0,45,112,0,0,5,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,1.2
Ramadan,Sobhi,MID,HUD,5000000,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,0,0.3,198,0,0,0,0,0,198,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
,Sokratis,DEF,ARS,5500000,0,0,0,0,0,0,8319,1,2,0,0,0,0,0,0,8319,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1506,0,0,0,0,90,1506,0,0,13,Chelsea,West Ham,Cardiff City,Newcastle,Everton,2.7
Dominic,Solanke,FWD,LIV,5000000,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0.4,620,0,0,0,0,0,620,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0
Heung-Min,Son,MID,TOT,8500000,1,1,1,1.18E-07,1.18E-07,0,110951,0,0,0,0,0,0,0,0.1,110951,0,0,1,0,0.1,0,1,0,0,0,0,0,5.6,1135,0,0,0,0,10,1135,0,0,7,Fulham,Man Utd,Watford,Liverpool,Brighton,1.1
Alexander,S?rloth,FWD,CRY,5000000,1,1,1,2.00E-07,2.00E-07,0,800,0,0,0,0,0,0,0,0.2,800,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,475,0,0,0,0,7,475,0,0,4,Liverpool,Watford,Southampton,Huddersfield,Newcastle,1.5
Pape,Souare,DEF,CRY,4500000,1,1,1,2.22E-07,2.22E-07,0,365,0,0,0,0,0,0,0,0.2,365,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,123,0,0,0,0,1,123,0,0,3,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0.1
Caglar,Soyuncu,DEF,LEI,5000000,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0.1,91,0,0,0,0,0,91,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Julian,Speroni,GLK,CRY,4000000,0,0,0,0,0,0,14081,0,0,0,0,0,0,0,0,14081,0,0,0,0,0,0,0,0,0,0,0,0,15,2526,0,0,0,0,0,2526,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Junior,Stanislas,MID,BOU,6000000,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0.1,33,0,0,0,0,0,33,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Jon Gorenc,Stankovic,DEF,HUD,4000000,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0.1,590,0,0,0,0,0,590,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Jason,Steele,GLK,BHA,4000000,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,1.5,757,0,0,0,0,0,757,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Maarten,Stekelenburg,GLK,EVE,4000000,0,0,0,0,0,0,3511,0,0,0,0,0,0,0,0,3511,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1767,0,0,0,0,0,1767,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Dale,Stephens,MID,BHA,4500000,1,1,1,2.22E-07,2.22E-07,0,23623,1,2,0,0,0,0,0,0.2,23623,0,0,1,0,0.2,0,1,0,0,0,0,0,11,2805,0,0,0,0,90,2805,0,0,14,Man Utd,Liverpool,Fulham,Southampton,Tottenham,3.8
Jack,Stephens,DEF,SOU,4500000,6,6,6,1.33E-06,1.33E-06,0,504,0,0,0,0,0,0,0,1.3,504,0,0,6,0,1.3,0,6,0,0,1,0,0,0.3,1865,0,0,0,0,90,1865,0,0,28,Everton,Leicester,Crystal Palace,Brighton,Liverpool,7.2
Raheem,Sterling,MID,MCI,11000000,7,7,7,6.36E-07,6.36E-07,0,3144,1,0,0,0,0,1,0,0.6,3144,0,0,7,0,0.6,0,7,0,0,1,0,0,2.5,14160,0,0,0,0,86,14160,0,0,22,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,10.8
,Steve Cook,DEF,BOU,4500000,6,6,6,1.33E-06,1.33E-06,0,1756,0,0,0,0,0,0,0,1.3,1756,0,0,6,0,1.3,0,6,0,0,1,0,0,1.4,4747,0,0,0,0,90,4747,0,0,25,West Ham,Everton,Chelsea,Leicester,Burnley,2.6
John,Stones,DEF,MCI,5500000,8,8,8,1.45E-06,1.45E-06,0,7835,0,0,0,0,0,0,0,1.5,7835,0,0,8,0,1.5,0,8,2,0,1,0,0,10,30677,0,0,0,0,90,30677,0,0,30,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,1.4
Daniel,Sturridge,FWD,LIV,6000000,5,5,5,8.33E-07,8.33E-07,0,2766,0,0,0,0,0,1,0,0.8,2766,0,0,5,0,0.8,0,5,0,0,0,0,0,1.3,6091,0,0,0,0,3,6091,0,0,26,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,8.8
,Success,FWD,WAT,4500000,1,1,1,2.22E-07,2.22E-07,0,1136,0,0,0,0,0,0,0,0.2,1136,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,5564,0,0,0,0,16,5564,0,0,3,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,2.8
Andrew,Surman,MID,BOU,5000000,3,3,3,6.00E-07,6.00E-07,0,1078,0,0,0,0,0,0,0,0.6,1078,0,0,3,0,0.6,0,3,0,0,1,0,0,0.4,675,0,0,0,0,90,675,0,0,8,West Ham,Everton,Chelsea,Leicester,Burnley,1.5
Markus,Suttner,DEF,BHA,4000000,0,0,0,0,0,0,19578,0,0,0,0,0,0,0,0,19578,0,0,0,0,0,0,0,0,0,0,0,0,8.4,2850,0,0,0,0,0,2850,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Matt,Targett,DEF,SOU,4500000,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0.1,55,0,0,0,0,0,55,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
James,Tarkowski,DEF,BUR,5000000,7,7,7,1.40E-06,1.40E-06,0,6489,0,0,0,0,0,0,0,1.4,6489,0,0,7,0,1.4,0,7,1,0,1,0,0,9.8,6943,0,0,0,0,90,6943,0,0,30,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,6.7
Charlie,Taylor,DEF,BUR,4500000,1,1,1,2.22E-07,2.22E-07,0,589,0,0,0,0,0,0,0,0.2,589,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,353,0,0,0,0,3,353,0,0,2,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
James,Tomkins,DEF,CRY,4500000,6,6,6,1.33E-06,1.33E-06,0,12732,0,0,0,0,0,0,0,1.3,12732,0,0,6,0,1.3,0,6,0,0,1,0,0,8.7,3699,0,0,0,0,90,3699,0,0,29,Liverpool,Watford,Southampton,Huddersfield,Newcastle,4.9
Lucas,Torreira,MID,ARS,5000000,1,1,1,2.00E-07,2.00E-07,0,6126,0,0,0,0,0,0,0,0.2,6126,0,0,1,0,0.2,0,1,0,0,0,0,0,1.9,1980,0,0,0,0,20,1980,0,0,5,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0.4
Cenk,Tosun,FWD,EVE,7000000,5,5,5,7.14E-07,7.14E-07,0,7661,0,2,0,0,0,0,0,0.7,7661,0,0,5,0,0.7,0,5,0,0,0,0,1,6.7,15294,0,0,0,0,80,15294,0,0,18,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,5.3
Andros,Townsend,MID,CRY,6000000,3,3,3,5.00E-07,5.00E-07,0,6540,0,0,0,0,0,0,0,0.5,6540,0,0,3,0,0.5,0,3,0,0,1,0,0,2.3,749,0,0,0,0,87,749,0,0,9,Liverpool,Watford,Southampton,Huddersfield,Newcastle,6.3
Adama,Traore,MID,WOL,5500000,0,0,0,0,0,0,5202,0,0,0,0,0,0,0,0,5202,0,0,0,0,0,0,0,0,0,0,0,0,0.6,532,0,0,0,0,0,532,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Kieran,Trippier,DEF,TOT,6000000,0,0,0,0,0,0,82743,0,0,0,0,0,0,0,0,82743,0,0,0,0,0,0,0,0,0,0,0,0,24.3,5133,0,0,0,0,0,5133,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Antonio,Valencia,DEF,MUN,6500000,0,0,0,0,0,0,4670,0,0,0,0,0,0,0,0,4670,0,0,0,0,0,0,0,0,0,0,0,0,0.8,172,0,0,0,0,0,172,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Patrick,van Aanholt,DEF,CRY,5500000,11,11,11,2.00E-06,2.00E-06,0,5350,0,0,0,0,0,0,0,2,5350,0,0,11,0,2,0,11,2,0,1,0,1,5.8,18143,0,0,0,0,90,18143,0,0,36,Liverpool,Watford,Southampton,Huddersfield,Newcastle,8.1
Virgil,van Dijk,DEF,LIV,6000000,6,6,6,1.00E-06,1.00E-06,0,15110,0,0,0,0,0,0,0,1,15110,0,0,6,0,1,0,6,0,0,1,0,0,18.3,13440,0,0,0,0,90,13440,0,0,29,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,1.6
