FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex
Tammy,Abraham,FWD,CHE,5500000,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0.2,257,0,0,0,0,0,257,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
,Adam Smith,DEF,BOU,4500000,6,6,6,1.33E-06,1.33E-06,0,877,0,0,0,0,0,0,0,1.3,877,0,0,6,0,1.3,0,6,0,0,1,0,0,0.6,2960,0,0,0,0,90,2960,0,0,25,West Ham,Everton,Chelsea,Leicester,Burnley,3.2
,Adrian,GLK,WHU,4500000,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0.6,146,0,0,0,0,0,146,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Sergio,Aguero,FWD,MCI,11000000,2,2,2,1.82E-07,1.82E-07,0,19116,0,0,0,0,0,0,0,0.2,19116,0,0,2,0,0.2,0,2,0,0,1,0,0,32.1,41174,0,0,0,0,78,41174,0,0,4,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,7.7
Nathan,Ake,DEF,BOU,5000000,8,8,8,1.60E-06,1.60E-06,0,3818,0,0,0,0,0,0,0,1.6,3818,0,0,8,0,1.6,0,8,2,0,1,0,0,3.9,11795,0,0,0,0,90,11795,0,0,33,West Ham,Everton,Chelsea,Leicester,Burnley,3.6
Marc,Albrighton,MID,LEI,5500000,0,0,0,0,0,0,6626,0,0,0,0,0,0,0,0,6626,0,0,0,0,0,0,0,0,0,0,0,0,1.1,158,0,0,0,0,0,158,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Toby,Alderweireld,DEF,TOT,6000000,0,0,0,0,0,0,14532,0,0,0,0,0,0,0,0,14532,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1300,0,0,0,0,0,1300,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Trent,Alexander-Arnold,DEF,LIV,5000000,5,5,5,1.00E-06,1.00E-06,0,16730,1,0,0,0,0,0,0,1,16730,0,0,5,0,1,0,5,0,0,1,0,0,17,23589,0,0,0,0,90,23589,0,0,22,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,4.2
,Alisson,GLK,LIV,5500000,7,7,7,1.27E-06,1.27E-06,0,9960,0,0,0,2,0,0,0,1.3,9960,0,0,7,0,1.3,0,7,1,0,1,0,0,14.3,13587,0,0,0,0,90,13587,0,0,31,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,1.8
Bamidele,Alli,MID,TOT,9000000,9,9,9,1.00E-06,1.00E-06,0,5624,0,1,0,0,0,1,0,1,5624,0,0,9,0,1,0,9,2,0,0,0,0,4.9,32231,0,0,0,0,79,32231,0,0,34,Fulham,Man Utd,Watford,Liverpool,Brighton,12
Marcos,Alonso,DEF,CHE,6500000,11,11,11,1.69E-06,1.69E-06,0,8674,0,0,0,0,0,0,0,1.7,8674,0,0,11,0,1.7,0,11,2,0,1,0,1,17.4,41632,0,0,0,0,90,41632,0,0,32,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,5.1
Daniel,Amartey,MID,LEI,4500000,1,1,1,2.22E-07,2.22E-07,0,926,1,1,0,0,0,0,0,0.2,926,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,1291,0,0,0,0,62,1291,0,0,6,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,1.4
Luke,Amos,MID,TOT,4500000,1,1,1,2.22E-07,2.22E-07,0,295,0,0,0,0,0,0,0,0.2,295,0,0,1,0,0.2,0,1,0,0,0,0,0,0,682,0,0,0,0,2,682,0,0,3,Fulham,Man Utd,Watford,Liverpool,Brighton,0.2
Ethan,Ampadu,MID,CHE,4500000,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0,0,0,0,0,72,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0.1,73,0,0,0,0,0,73,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
,Andre Gomes,MID,EVE,5500000,0,0,0,0,0,0,2264,0,0,0,0,0,0,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0.4,697,0,0,0,0,0,697,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Michail,Antonio,MID,WHU,7000000,1,1,1,1.43E-07,1.43E-07,0,3009,1,4,0,0,0,0,0,0.1,3009,0,0,1,0,0.1,0,1,0,0,0,0,0,1.7,567,0,0,0,0,90,567,0,0,5,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,5.7
Stuart,Armstrong,MID,SOU,5500000,1,1,1,1.82E-07,1.82E-07,0,1119,0,0,0,0,0,0,0,0.2,1119,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,107,0,0,0,0,55,107,0,0,5,Everton,Leicester,Crystal Palace,Brighton,Liverpool,4
Marko,Arnautovic,FWD,WHU,7000000,2,2,2,2.86E-07,2.86E-07,0,29491,0,3,0,0,0,0,0,0.3,29491,0,0,2,0,0.3,0,2,0,0,0,0,0,20.4,17947,0,0,0,0,66,17947,0,0,-1,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,2.6
Harry,Arter,MID,CAR,5000000,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0.3,159,0,0,0,0,0,159,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Christian,Atsu,MID,NEW,5500000,1,1,1,1.82E-07,1.82E-07,0,752,0,0,0,0,0,0,0,0.2,752,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,124,0,0,0,0,21,124,0,0,4,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,2.1
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,2,2,2,1.82E-07,1.82E-07,0,34606,0,2,0,0,0,0,0,0.2,34606,0,0,2,0,0.2,0,2,0,0,0,0,0,19.4,9547,0,0,0,0,90,9547,0,0,5,Chelsea,West Ham,Cardiff City,Newcastle,Everton,1.4
Serge,Aurier,DEF,TOT,6000000,5,5,5,8.33E-07,8.33E-07,0,1444,0,1,0,0,0,0,0,0.8,1444,0,0,5,0,0.8,0,5,0,0,0,0,1,1.2,3180,0,0,0,0,90,3180,0,0,22,Fulham,Man Utd,Watford,Liverpool,Brighton,5.8
Charlie,Austin,FWD,SOU,6000000,2,2,2,3.33E-07,3.33E-07,0,3633,0,0,0,0,0,0,0,0.3,3633,0,0,2,0,0.3,0,2,0,0,1,0,0,1.8,1453,0,0,0,0,71,1453,0,0,5,Everton,Leicester,Crystal Palace,Brighton,Liverpool,3.5
Floyd,Ayite,MID,FUL,4500000,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0.2,100,0,0,0,0,0,100,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Cesar,Azpilicueta,DEF,CHE,6500000,6,6,6,9.23E-07,9.23E-07,0,15885,0,0,0,0,0,0,0,0.9,15885,0,0,6,0,0.9,0,6,0,0,1,0,0,16,5136,0,0,0,0,90,5136,0,0,29,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,3.3
Juninho,Bacuna,MID,HUD,4500000,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0.2,54,0,0,0,0,0,54,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Eric,Bailly,DEF,MUN,5500000,2,2,2,3.64E-07,3.64E-07,0,5320,0,1,0,0,0,0,0,0.4,5320,0,0,2,0,0.4,0,2,0,0,0,0,0,3.7,17037,0,0,0,0,90,17037,0,0,13,Brighton,Tottenham,Burnley,Watford,Wolverhampton,2.4
Leighton,Baines,DEF,EVE,5500000,1,1,1,1.82E-07,1.82E-07,0,3260,0,2,0,0,0,0,0,0.2,3260,0,0,1,0,0.2,0,1,0,0,0,0,0,1.8,1468,0,0,0,0,90,1468,0,0,17,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,5.6
Tiemoue,Bakayoko,MID,CHE,5000000,0,0,0,0,0,0,2093,0,0,0,0,0,0,0,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,0.3,214,0,0,0,0,0,214,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Fabian,Balbuena,DEF,WHU,4500000,-1,-1,-1,-2.22E-07,-2.22E-07,0,749,1,4,0,0,0,0,0,-0.2,749,0,0,-1,0,-0.2,0,-1,0,0,0,0,0,0.3,419,0,0,0,0,90,419,0,0,16,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,3.8
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,2502,0,0,0,0,0,0,0,0,2502,0,0,0,0,0,0,0,0,0,0,0,0,0.5,82,0,0,0,0,0,82,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Leon,Balogun,DEF,BHA,4500000,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0.2,67,0,0,0,0,0,67,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Sol,Bamba,DEF,CAR,4500000,1,1,1,2.22E-07,2.22E-07,0,1779,0,2,0,0,0,0,0,0.2,1779,0,0,1,0,0.2,0,1,0,0,0,0,0,0.8,378,0,0,0,0,90,378,0,0,7,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0.8
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0.1,81,0,0,0,0,0,81,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Phil,Bardsley,DEF,BUR,4500000,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0.2,133,0,0,0,0,0,133,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Ross,Barkley,MID,CHE,6000000,3,3,3,5.00E-07,5.00E-07,0,1811,0,0,0,0,0,0,0,0.5,1811,0,0,3,0,0.5,0,3,0,0,1,0,0,0.5,1048,0,0,0,0,67,1048,0,0,12,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,4.5
Ashley,Barnes,FWD,BUR,6000000,1,1,1,1.67E-07,1.67E-07,0,2878,0,0,0,0,0,0,0,0.2,2878,0,0,1,0,0.2,0,1,0,0,0,0,0,1,814,0,0,0,0,14,814,0,0,4,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,2.3
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,4806,0,0,0,0,0,0,0,0,4806,0,0,0,0,0,0,0,0,0,0,0,0,2,912,0,0,0,0,0,912,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Jan,Bednarek,DEF,SOU,4000000,0,0,0,0,0,0,12300,0,0,0,0,0,0,0,0,12300,0,0,0,0,0,0,0,0,0,0,0,0,5.4,2228,0,0,0,0,0,2228,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Asmir,Begovic,GLK,BOU,4500000,6,6,6,1.33E-06,1.33E-06,0,3479,0,0,0,1,0,0,0,1.3,3479,0,0,6,0,1.3,0,6,0,0,1,0,0,4.9,6868,0,0,0,0,90,6868,0,0,21,West Ham,Everton,Chelsea,Leicester,Burnley,1
Hector,Bellerin,DEF,ARS,5500000,1,1,1,1.82E-07,1.82E-07,0,32134,0,2,0,0,0,0,0,0.2,32134,0,0,1,0,0.2,0,1,0,0,0,0,0,15.1,7246,0,0,0,0,90,7246,0,0,17,Chelsea,West Ham,Cardiff City,Newcastle,Everton,6.2
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,2531,0,0,0,0,0,0,0,0,2531,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1064,0,0,0,0,0,1064,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0.1,52,0,0,0,0,0,52,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Joe,Bennett,DEF,CAR,4500000,1,1,1,2.22E-07,2.22E-07,0,401,0,2,0,0,0,0,0,0.2,401,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,168,0,0,0,0,90,168,0,0,14,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,1.8
Ryan,Bennett,DEF,WOL,4000000,1,1,1,2.50E-07,2.50E-07,0,8365,0,2,0,0,0,0,0,0.3,8365,0,0,1,0,0.3,0,1,0,0,0,0,0,5.4,19566,0,0,0,0,90,19566,0,0,18,Leicester,Man City,West Ham,Burnley,Man Utd,5.1
Christian,Benteke,FWD,CRY,6500000,2,2,2,3.08E-07,3.08E-07,0,2947,0,0,0,0,0,0,0,0.3,2947,0,0,2,0,0.3,0,2,0,0,1,0,0,1.3,2514,0,0,0,0,82,2514,0,0,9,Liverpool,Watford,Southampton,Huddersfield,Newcastle,8.6
,Bernard,MID,EVE,6000000,0,0,0,0,0,0,2731,0,0,0,0,0,0,0,0,2731,0,0,0,0,0,0,0,0,0,0,0,0,0.4,412,0,0,0,0,0,412,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
,Bernardo,DEF,BHA,4500000,0,0,0,0,0,0,668,1,2,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0.2,96,0,0,0,0,90,96,0,0,11,Man Utd,Liverpool,Fulham,Southampton,Tottenham,2
,Bernardo Silva,MID,MCI,7500000,8,8,8,1.07E-06,1.07E-06,0,6784,0,0,0,0,0,1,0,1.1,6784,0,0,8,0,1.1,0,8,0,0,1,0,0,7.4,39638,0,0,0,0,90,39638,0,0,23,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,6.5
Ryan,Bertrand,DEF,SOU,5000000,6,6,6,1.20E-06,1.20E-06,0,8028,0,0,0,0,0,0,0,1.2,8028,0,0,6,0,1.2,0,6,0,0,1,0,0,7.3,3449,0,0,0,0,90,3449,0,0,24,Everton,Leicester,Crystal Palace,Brighton,Liverpool,6
Marcus,Bettinelli,GLK,FUL,4500000,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0.3,51,0,0,0,0,0,51,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Philip,Billing,MID,HUD,4500000,2,2,2,4.44E-07,4.44E-07,0,442,0,3,0,0,0,0,0,0.4,442,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,838,0,0,0,0,90,838,0,0,16,Man City,Cardiff City,Everton,Crystal Palace,Leicester,4.5
Yves,Bissouma,MID,BHA,5000000,1,1,1,2.00E-07,2.00E-07,0,184,0,0,0,0,0,0,0,0.2,184,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,68,0,0,0,0,30,68,0,0,2,Man Utd,Liverpool,Fulham,Southampton,Tottenham,1.2
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,1908,0,0,0,0,0,0,0,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0.3,88,0,0,0,0,0,88,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Yannick,Bolasie,MID,EVE,6000000,0,0,0,0,0,0,2083,0,0,0,0,0,0,0,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0.3,221,0,0,0,0,0,221,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Willy,Boly,DEF,WOL,4500000,1,1,1,2.22E-07,2.22E-07,0,3970,0,2,0,0,0,0,0,0.2,3970,0,0,1,0,0.2,0,1,0,0,0,0,0,1.9,594,0,0,0,0,90,594,0,0,19,Leicester,Man City,West Ham,Burnley,Man Utd,2.9
Bonatini Lohner Maia,Bonatini,FWD,WOL,5000000,1,1,1,2.00E-07,2.00E-07,0,2968,0,0,0,0,0,0,0,0.2,2968,0,0,1,0,0.2,0,1,0,0,0,0,0,1,838,0,0,0,0,19,838,0,0,3,Leicester,Man City,West Ham,Burnley,Man Utd,0.9
Gaetan,Bong,DEF,BHA,4500000,1,1,1,2.22E-07,2.22E-07,0,266,0,2,0,0,0,0,0,0.2,266,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,72,0,0,0,0,64,72,0,0,10,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0.7
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,5837,0,0,0,0,0,0,0,0,5837,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2862,0,0,0,0,0,2862,0,0,0,West Ham,Everton,Chelsea,Leicester,Burnley,0
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Robbie,Brady,MID,BUR,5500000,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Claudio,Bravo,GLK,MCI,5000000,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0.3,282,0,0,0,0,0,282,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
Miguel,Britos,DEF,WAT,4500000,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0.1,33,0,0,0,0,0,33,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
David,Brooks,MID,BOU,5000000,3,3,3,6.00E-07,6.00E-07,0,228,0,0,0,0,0,0,0,0.6,228,0,0,3,0,0.6,0,3,0,0,1,0,0,0.1,267,0,0,0,0,66,267,0,0,3,West Ham,Everton,Chelsea,Leicester,Burnley,2.5
,Bruno,DEF,BHA,4500000,1,1,1,2.22E-07,2.22E-07,0,1391,0,0,0,0,0,0,0,0.2,1391,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,73,0,0,0,0,25,73,0,0,6,Man Utd,Liverpool,Fulham,Southampton,Tottenham,2.1
Joe,Bryan,DEF,FUL,5000000,2,2,2,4.00E-07,4.00E-07,0,799,0,1,0,0,0,0,0,0.4,799,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,222,0,0,0,0,70,222,0,0,17,Tottenham,Burnley,Brighton,Man City,Watford,4.7
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,1.8,641,0,0,0,0,0,641,0,0,0,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0
Sam,Byram,DEF,WHU,4500000,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0.1,57,0,0,0,0,0,57,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Willy,Caballero,GLK,CHE,5000000,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0.2,174,0,0,0,0,0,174,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Gary,Cahill,DEF,CHE,5500000,0,0,0,0,0,0,6931,0,0,0,0,0,0,0,0,6931,0,0,0,0,0,0,0,0,0,0,0,0,1.4,772,0,0,0,0,0,772,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Tom,Cairney,MID,FUL,5000000,2,2,2,4.00E-07,4.00E-07,0,11107,0,2,0,0,0,0,0,0.4,11107,0,0,2,0,0.4,0,2,0,0,0,0,0,3,784,0,0,0,0,90,784,0,0,15,Tottenham,Burnley,Brighton,Man City,Watford,4.5
Dominic,Calvert-Lewin,FWD,EVE,5500000,0,0,0,0,0,0,6214,0,0,0,0,0,0,0,0,6214,0,0,0,0,0,0,0,0,0,0,0,0,1.3,548,0,0,0,0,0,548,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Victor,Camarasa,MID,CAR,4500000,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0.1,129,0,0,0,0,0,129,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Etienne,Capoue,MID,WAT,5000000,2,2,2,4.00E-07,4.00E-07,0,842,1,0,0,0,0,0,0,0.4,842,0,0,2,0,0.4,0,2,0,0,1,0,0,0.3,266,0,0,0,0,90,266,0,0,8,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,2.2
,Carlos Sanchez,MID,WHU,4500000,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0.4,687,0,0,0,0,0,687,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Guido,Carrillo,FWD,SOU,5500000,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Andy,Carroll,FWD,WHU,5500000,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,128,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Craig,Cathcart,DEF,WAT,4500000,6,6,6,1.33E-06,1.33E-06,0,169,0,0,0,0,0,0,0,1.3,169,0,0,6,0,1.3,0,6,0,0,1,0,0,0.1,595,0,0,0,0,90,595,0,0,23,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,1.7
Ivan,Cavaleiro,MID,WOL,5500000,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0.1,25,0,0,0,0,0,25,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Petr,Cech,GLK,ARS,5000000,3,3,3,6.00E-07,6.00E-07,0,2457,0,2,0,6,0,0,0,0.6,2457,0,0,3,0,0.6,0,3,0,0,0,0,0,1.7,3253,0,0,0,0,90,3253,0,0,24,Chelsea,West Ham,Cardiff City,Newcastle,Everton,4.7
,Cedric,DEF,SOU,4500000,1,1,1,2.22E-07,2.22E-07,0,20643,0,0,0,0,0,0,0,0.2,20643,0,0,1,0,0.2,0,1,0,0,0,0,0,7.8,1968,0,0,0,0,55,1968,0,0,4,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0.8
Nathaniel,Chalobah,MID,WAT,4500000,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0.2,96,0,0,0,0,0,96,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
,Chamberlain,MID,LIV,6500000,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0
Calum,Chambers,DEF,FUL,4500000,1,1,1,2.22E-07,2.22E-07,0,4698,0,2,0,0,0,0,0,0.2,4698,0,0,1,0,0.2,0,1,0,0,0,0,0,2,2023,0,0,0,0,90,2023,0,0,22,Tottenham,Burnley,Brighton,Man City,Watford,3.1
,Chicharito,FWD,WHU,6500000,1,1,1,1.54E-07,1.54E-07,0,7656,0,1,0,0,0,0,0,0.2,7656,0,0,1,0,0.2,0,1,0,0,0,0,0,2.5,2180,0,0,0,0,28,2180,0,0,3,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Benjamin,Chilwell,DEF,LEI,5000000,1,1,1,2.00E-07,2.00E-07,0,972,0,2,0,0,0,0,0,0.2,972,0,0,1,0,0.2,0,1,0,0,0,0,0,0.5,2778,0,0,0,0,90,2778,0,0,12,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,5.6
Hamza,Choudhury,MID,LEI,4500000,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0.1,55,0,0,0,0,0,55,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Andreas,Christensen,DEF,CHE,5500000,0,0,0,0,0,0,8076,0,0,0,0,0,0,0,0,8076,0,0,0,0,0,0,0,0,0,0,0,0,1.2,349,0,0,0,0,0,349,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Cyrus,Christie,DEF,FUL,4500000,1,1,1,2.22E-07,2.22E-07,0,634,0,2,0,0,0,0,0,0.2,634,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,262,0,0,0,0,90,262,0,0,12,Tottenham,Burnley,Brighton,Man City,Watford,4.6
Ibrahima,Cisse,MID,FUL,4500000,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,394,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Ciaran,Clark,DEF,NEW,4500000,1,1,1,2.22E-07,2.22E-07,0,451,0,2,0,0,0,0,0,0.2,451,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,844,0,0,0,0,90,844,0,0,9,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,4.5
Tom,Cleverley,MID,WAT,5000000,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Nathaniel,Clyne,DEF,LIV,5000000,0,0,0,0,0,0,3564,0,0,0,0,0,0,0,0,3564,0,0,0,0,0,0,0,0,0,0,0,0,0.6,696,0,0,0,0,0,696,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0
Conor,Coady,DEF,WOL,4500000,1,1,1,2.22E-07,2.22E-07,0,1033,0,2,0,0,0,0,0,0.2,1033,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,329,0,0,0,0,90,329,0,0,14,Leicester,Man City,West Ham,Burnley,Man Utd,1.5
