FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex,year,week,Timeline
Marc,Albrighton,MID,LEI,5600000,3,104,3.4,6.071428571428571e-07,1.8571428571428602e-05,0,373739,5,35,0,0,0,2,0,18.6,8077,1,0,104,-1,0.6,0,3.5,12,0,7,0,8,3.2,443704,0,0,0,2,2298,12988,0,0,434,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,152.1,2017,32,Y17W32
Toby,Alderweireld,DEF,TOT,5800000,0,38,1.2258064516129,2.1134593993325893e-07,6.55172413793103e-06,0,657461,3,7,0,0,0,0,0,6.6,522,-2,0,38,2,0.0,0,0.0,3,0,5,0,0,5.0,166687,0,0,0,0,900,309,0,0,200,Stoke,Man City,Brighton,Watford,West Brom,27.7,2017,32,Y17W32
Trent,Alexander-Arnold,DEF,LIV,4300000,2,56,1.75,4.0697674418604703e-07,1.30232558139535e-05,0,322013,3,16,0,0,0,1,0,13.0,7506,-2,0,56,2,0.2,0,1.0,7,0,5,0,1,3.9,411100,0,0,0,2,1238,9849,0,0,286,Everton,Bournemouth,West Brom,Stoke,Chelsea,69.5,2017,32,Y17W32
Joe,Allen,MID,STK,5100000,1,97,3.2,6.274509803921571e-07,1.9019607843137306e-05,0,245313,8,49,0,0,0,2,0,19.0,4873,-4,0,97,4,0.6,0,3.0,12,0,5,0,6,1.8,127111,0,0,0,2,2682,1483,0,0,464,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,137.6,2017,32,Y17W32
Bamidele,Alli,MID,TOT,8900000,15,153,5.1,5.730337078651689e-07,1.71910112359551e-05,0,2161333,6,24,0,0,0,8,0,17.2,4885,-6,0,153,6,1.5,0,13.0,11,0,13,0,12,13.8,1157547,0,0,0,3,2532,132162,0,0,482,Stoke,Man City,Brighton,Watford,West Brom,234.2,2017,32,Y17W32
Marcos,Alonso,DEF,CHE,7200000,1,144,5.0,6.94444444444444e-07,2e-05,0,1544971,5,26,0,0,0,6,0,20.0,21476,2,0,144,-2,0.2,0,1.5,13,0,12,0,1,19.7,1652898,0,0,0,4,2495,28390,0,0,565,West Ham,Southampton,Burnley,Swansea,Liverpool,181.3,2017,32,Y17W32
Daniel,Amartey,MID,LEI,4300000,0,13,0.419354838709677,9.75243810952738e-08,3.02325581395349e-06,0,27504,0,7,0,0,0,0,0,3.0,362,-2,0,13,2,0.0,0,0.0,0,0,3,0,0,0.2,23723,0,0,0,0,486,4,0,1,53,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,9.2,2017,32,Y17W32
Ethan,Ampadu,MID,CHE,4500000,0,1,0.032258064516129,7.168458781362009e-09,2.22222222222222e-07,0,704,0,1,0,0,0,0,0,0.2,8,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,794,0,0,0,0,10,8,0,0,6,West Ham,Southampton,Burnley,Swansea,Liverpool,0.7,2017,32,Y17W32
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7651,0,3,0,0,0,0,0,1.2,2,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3628,0,0,0,0,198,0,0,0,11,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,8.0,2017,32,Y17W32
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,51930,0,0,0,0,0,0,0,0.0,168,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,59762,0,0,0,0,0,38,0,0,0,Bournemouth,Brighton,Watford,Leicester,Stoke,0.0,2017,32,Y17W32
,Andre Ayew,MID,SWA,6800000,2,61,1.96774193548387,2.89373814041746e-07,8.970588235294119e-06,0,104031,4,30,0,0,0,3,0,9.0,604,-2,0,61,2,0.3,1,2.0,2,0,3,0,4,1.0,55643,0,0,0,0,1210,838,0,0,195,West Brom,Everton,Man City,Chelsea,Bournemouth,63.1,2017,32,Y17W32
Michail,Antonio,MID,WHU,7400000,1,62,2.0,2.7027027027027e-07,8.37837837837838e-06,0,89111,1,23,0,0,0,3,0,8.4,2194,-1,0,62,1,0.2,0,1.5,1,0,7,0,2,0.2,85770,0,0,0,0,1350,72,0,0,188,Chelsea,Stoke,Arsenal,Man City,Leicester,94.6,2017,32,Y17W32
Scott,Arfield,MID,BUR,4900000,0,56,1.80645161290323,3.68663594470046e-07,1.14285714285714e-05,0,43905,3,15,0,0,0,2,0,11.4,362,-1,0,56,1,0.0,0,0.0,6,0,6,0,2,0.2,48011,0,0,0,2,1330,23,0,0,185,Watford,Leicester,Chelsea,Stoke,Brighton,60.1,2017,32,Y17W32
Marko,Arnautovic,MID,WHU,6900000,16,109,4.5,6.52173913043478e-07,1.57971014492754e-05,0,1013475,3,39,0,0,0,9,0,15.8,18113,-1,0,109,1,1.3,0,9.0,10,0,5,0,4,4.8,1265973,0,0,0,3,1691,55545,0,1,325,Chelsea,Stoke,Arsenal,Man City,Leicester,170.8,2017,32,Y17W32
Harry,Arter,MID,BOU,4700000,0,27,0.84375,1.7952127659574499e-07,5.74468085106383e-06,0,41456,4,13,0,0,0,1,0,5.7,114,-3,0,27,3,0.0,0,0.0,0,0,3,0,0,0.4,13923,0,0,0,0,959,59,0,0,156,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,29.2,2017,32,Y17W32
Christian,Atsu,MID,NEW,4800000,1,77,2.9,6.04166666666667e-07,1.60416666666667e-05,0,526077,1,21,0,0,0,2,0,16.0,3119,-2,0,77,2,0.2,0,1.0,5,0,6,0,4,1.5,453129,0,0,0,1,1750,434,0,0,234,Leicester,Arsenal,Everton,West Brom,Watford,112.8,2017,32,Y17W32
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,13,39,1.25806451612903,1.1648745519713302e-07,3.6111111111111085e-06,0,213768,0,7,0,0,0,5,0,3.6,22497,3,-1,39,-3,1.0,1,11.0,6,0,2,0,1,14.6,1068946,0,0,0,1,540,168824,1,0,154,Southampton,Newcastle,West Ham,Man Utd,Burnley,52.8,2017,32,Y17W32
Serge,Aurier,DEF,TOT,5900000,0,74,2.38709677419355,4.04592673592127e-07,1.25423728813559e-05,0,95330,0,11,0,0,0,2,0,12.5,5103,-1,0,74,1,1.1,0,6.5,9,0,6,0,2,1.0,134930,0,0,0,3,1247,4526,0,1,311,Stoke,Man City,Brighton,Watford,West Brom,76.5,2017,32,Y17W32
Charlie,Austin,FWD,SOU,5800000,2,55,1.7741935483871,3.05895439377086e-07,9.48275862068966e-06,0,448409,1,13,0,0,0,6,0,9.5,969,-7,0,55,7,0.2,0,1.0,9,0,1,0,0,0.7,406953,0,0,0,1,678,3824,0,0,167,Arsenal,Chelsea,Leicester,Bournemouth,Everton,74.1,2017,32,Y17W32
Cesar,Azpilicueta,DEF,CHE,6900000,1,143,4.8,6.956521739130439e-07,2.07246376811594e-05,0,1032408,1,30,0,0,0,1,0,20.7,21588,4,0,143,-4,0.3,0,2.0,19,0,13,0,6,19.9,1397963,1,0,0,3,2700,13910,0,0,756,West Ham,Southampton,Burnley,Swansea,Liverpool,134.5,2017,32,Y17W32
Daniel,Bachmann,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,3765,0,0,0,0,0,0,0,0.0,72,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,8368,0,0,0,0,0,71,0,0,0,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.0,2017,32,Y17W32
,Badou Ndiaye,MID,STK,5100000,2,17,0.53125,1.04166666666667e-07,3.3333333333333304e-06,0,1271,1,10,0,0,0,0,0,3.3,131,-4,1,17,4,0.4,0,2.0,0,0,1,0,1,0.0,2222,0,0,0,0,598,17,-1,0,58,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,27.7,2017,32,Y17W32
Eric,Bailly,DEF,MUN,6000000,0,47,1.51612903225806,2.52688172043011e-07,7.83333333333333e-06,0,887658,2,4,0,0,0,1,0,7.8,5092,0,0,47,0,0.0,0,0.0,3,0,6,0,0,5.8,612174,1,0,0,1,819,1079,0,0,207,Man City,West Brom,Bournemouth,Arsenal,Brighton,30.4,2017,32,Y17W32
Leighton,Baines,DEF,EVE,5600000,1,51,1.59375,2.84598214285714e-07,9.107142857142861e-06,0,465214,1,29,0,0,0,2,0,9.1,8138,-4,0,51,4,0.9,0,5.0,5,0,2,0,2,3.7,132325,0,0,0,2,1369,955,0,0,257,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,65.2,2017,32,Y17W32
Tiemoue,Bakayoko,MID,CHE,4900000,0,68,2.7,5.510204081632651e-07,1.38775510204082e-05,0,348773,2,20,0,0,0,2,0,13.9,724,-1,0,68,1,0.1,0,0.5,5,0,9,0,2,1.2,358315,0,0,0,1,1761,175,0,1,309,West Ham,Southampton,Burnley,Swansea,Liverpool,100.1,2017,32,Y17W32
Sam,Baldock,FWD,BHA,4900000,1,2,0.0645161290322581,1.3166556945358799e-08,4.08163265306122e-07,0,2865,0,1,0,0,0,0,0,0.4,64,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.0,2487,0,0,0,0,30,86,0,0,4,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,0.7,2017,32,Y17W32
Beni,Baningime,MID,EVE,4500000,1,6,0.1875,4.1666666666666696e-08,1.33333333333333e-06,0,493,0,1,0,0,0,0,0,1.3,10,0,0,6,0,0.1,0,0.3,0,0,0,0,0,0.0,612,0,0,0,0,160,6,0,0,18,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,0.6,2017,32,Y17W32
Phil,Bardsley,DEF,BUR,4200000,0,33,1.06451612903226,2.53456221198157e-07,7.857142857142863e-06,0,65665,5,13,0,0,0,0,0,7.7,1901,-3,1,33,3,0.0,0,0.0,0,0,4,0,0,0.4,79662,0,0,0,0,1125,138,-1,0,193,Watford,Leicester,Chelsea,Stoke,Brighton,38.3,2017,32,Y17W32
Ross,Barkley,MID,CHE,7300000,0,1,0.032258064516129,4.41891294741494e-09,1.36986301369863e-07,0,14514,0,1,0,0,0,0,0,0.1,43,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,5534,0,0,0,0,53,18,0,0,4,West Ham,Southampton,Burnley,Swansea,Liverpool,3.9,2017,32,Y17W32
Ashley,Barnes,FWD,BUR,5400000,6,72,2.4,4.44444444444444e-07,1.3333333333333301e-05,0,124711,8,17,0,0,0,7,0,13.6,7008,-1,-1,72,1,1.2,0,6.5,6,0,4,0,0,4.1,312562,0,0,0,0,1702,80814,1,0,234,Watford,Leicester,Chelsea,Stoke,Brighton,121.4,2017,32,Y17W32
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,270,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,52,0,0,0,0,0,0,0,0,0,West Brom,Everton,Man City,Chelsea,Bournemouth,0.0,2017,32,Y17W32
Gareth,Barry,MID,WBA,4500000,0,56,2.2,4.88888888888889e-07,1.24444444444444e-05,0,134136,4,35,0,0,0,1,0,12.4,1112,0,0,56,0,0.0,0,0.0,0,0,4,0,2,0.8,70633,0,0,0,0,1921,14,0,0,287,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,82.0,2017,32,Y17W32
Kyle,Bartley,DEF,SWA,4300000,0,4,0.129032258064516,3.0007501875468905e-08,9.30232558139535e-07,0,5744,1,2,0,0,0,0,0,0.9,27,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.1,1365,0,0,0,0,165,17,0,0,24,West Brom,Everton,Man City,Chelsea,Bournemouth,8.1,2017,32,Y17W32
Michy,Batshuayi,FWD,CHE,8100000,0,25,2.1,2.5925925925925896e-07,3.08641975308642e-06,0,181747,0,7,0,0,0,2,0,3.1,72,-4,0,25,4,0.0,0,0.0,3,0,1,0,1,0.5,121635,1,0,0,1,351,5,0,0,77,West Ham,Southampton,Burnley,Swansea,Liverpool,25.7,2017,32,Y17W32
Moritz,Bauer,DEF,STK,4500000,1,24,0.75,1.66666666666667e-07,5.333333333333329e-06,0,28542,2,12,0,0,0,0,0,5.3,5460,0,0,24,0,0.2,0,0.7,0,0,3,0,0,0.5,60267,0,0,0,0,810,106,0,0,128,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,27.7,2017,32,Y17W32
Jan,Bednarek,DEF,SOU,4100000,0,0,0.0,0.0,0.0,0,9747,0,0,0,0,0,0,0,0.0,69,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,2772,0,0,0,0,0,95,0,0,0,Arsenal,Chelsea,Leicester,Bournemouth,Everton,0.0,2017,32,Y17W32
Asmir,Begovic,GLK,BOU,4500000,2,93,2.9,6.44444444444444e-07,2.06666666666667e-05,0,265198,2,51,0,92,0,0,0,20.7,5221,0,0,93,0,0.4,0,2.0,4,0,5,0,0,4.5,215480,0,0,1,3,2880,3971,0,0,524,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,67.2,2017,32,Y17W32
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,10011,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,646,0,0,0,0,0,0,0,0,0,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.0,2017,32,Y17W32
Hector,Bellerin,DEF,ARS,5900000,6,107,3.6,6.10169491525424e-07,1.8135593220339003e-05,0,913457,4,39,0,0,0,2,0,18.1,4516,-1,0,107,1,0.5,0,3.0,7,0,10,0,2,10.0,681547,0,0,0,1,2617,12423,0,0,532,Southampton,Newcastle,West Ham,Man Utd,Burnley,139.9,2017,32,Y17W32
Yohan,Benalouane,DEF,LEI,4200000,0,0,0.0,0.0,0.0,0,3680,0,0,0,0,0,0,0,0.0,32,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1623,0,0,0,0,0,30,0,0,0,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.0,2017,32,Y17W32
Christian,Benteke,FWD,CRY,7600000,1,75,2.9,3.8157894736842105e-07,9.868421052631579e-06,0,507659,6,36,0,0,0,2,0,9.9,18188,-4,0,75,4,0.2,1,1.3,5,0,6,0,7,2.6,184635,0,0,0,0,2153,1501,0,0,141,Bournemouth,Brighton,Watford,Leicester,Stoke,145.9,2017,32,Y17W32
Saido,Berahino,FWD,STK,5600000,1,20,0.625,1.11607142857143e-07,3.5714285714285692e-06,0,35581,0,13,0,0,0,0,0,3.6,119,-4,0,20,4,0.1,1,0.7,0,0,2,0,1,0.3,15299,0,0,0,0,483,79,0,0,42,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,23.7,2017,32,Y17W32
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,239,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,41,0,0,0,0,0,1,0,0,0,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.0,2017,32,Y17W32
,Bernardo Silva,MID,MCI,7300000,1,85,2.74193548387097,3.7560760053027e-07,1.16438356164384e-05,0,193671,0,6,0,0,0,4,0,11.5,18971,-7,1,85,7,0.1,0,1.0,3,0,7,0,5,1.3,150710,0,0,0,1,1155,1414,-1,0,351,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,106.8,2017,32,Y17W32
Ryan,Bertrand,DEF,SOU,5300000,1,77,2.8,5.283018867924531e-07,1.4528301886792498e-05,0,798519,1,41,0,0,0,0,0,14.5,2685,-2,0,77,2,0.2,0,1.0,4,0,5,0,4,5.0,303851,0,0,0,1,2515,552,0,0,447,Arsenal,Chelsea,Leicester,Bournemouth,Everton,115.3,2017,32,Y17W32
Muhamed,Besic,MID,EVE,4200000,0,2,1.0,2.38095238095238e-07,4.76190476190476e-07,0,15351,0,0,0,0,0,0,0,0.5,82,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.2,11631,0,0,0,0,46,26,0,0,10,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,3.0,2017,32,Y17W32
Philip,Billing,MID,HUD,4400000,0,16,0.5,1.13636363636364e-07,3.63636363636364e-06,0,38449,3,9,0,0,0,0,0,3.6,71,-1,0,16,1,0.0,0,0.0,0,0,3,0,0,0.2,32127,0,0,0,0,600,23,0,0,70,Brighton,Watford,Everton,Man City,Chelsea,15.0,2017,32,Y17W32
Daley,Blind,DEF,MUN,5100000,0,20,0.6451612903225811,1.26502213788741e-07,3.92156862745098e-06,0,189346,0,0,0,0,0,0,0,3.9,167,-4,0,20,4,0.0,0,0.0,0,0,3,0,0,0.9,135784,0,0,0,0,274,28,0,0,88,Man City,West Brom,Bournemouth,Arsenal,Brighton,15.1,2017,32,Y17W32
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,996,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,543,0,0,0,0,17,0,0,0,1,West Ham,Southampton,Burnley,Swansea,Liverpool,0.0,2017,32,Y17W32
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6603,0,1,0,0,0,0,0,0.4,1,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1882,0,0,0,0,71,0,0,0,5,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,1.9,2017,32,Y17W32
Yannick,Bolasie,MID,EVE,6400000,7,27,0.84375,1.318359375e-07,4.21875e-06,0,13847,0,13,0,0,0,1,0,4.2,794,-1,0,27,1,0.8,0,5.0,0,0,2,0,1,0.2,15133,0,0,0,0,603,1331,0,0,67,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,26.3,2017,32,Y17W32
Gaetan,Bong,DEF,BHA,4400000,0,43,2.4,5.454545454545451e-07,9.772727272727271e-06,0,13140,2,24,0,0,0,0,0,9.8,307,-1,0,43,1,-0.1,0,-0.5,3,0,4,0,0,0.2,14070,1,0,0,1,1612,932,0,0,275,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,38.2,2017,32,Y17W32
Wilfried,Bony,FWD,SWA,5600000,0,33,1.06451612903226,1.9009216589861802e-07,5.89285714285714e-06,0,88158,2,8,0,0,0,2,0,5.9,90,-4,0,33,4,0.0,0,0.0,3,0,2,0,1,0.1,87733,0,0,0,0,701,25,0,0,103,West Brom,Everton,Man City,Chelsea,Bournemouth,39.3,2017,32,Y17W32
Artur,Boruc,GLK,BOU,4100000,0,0,0.0,0.0,0.0,0,156979,0,0,0,0,0,0,0,0.0,531,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.4,9626,0,0,0,0,0,300,0,0,0,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,0.0,2017,32,Y17W32
Sofiane,Boufal,MID,SOU,5700000,1,55,1.7741935483871,3.11262026032824e-07,9.64912280701754e-06,0,23375,1,24,0,0,0,2,0,9.6,166,-3,0,55,3,0.1,0,0.5,2,0,1,0,2,0.2,17723,0,0,0,0,1206,38,0,0,215,Arsenal,Chelsea,Leicester,Bournemouth,Everton,103.7,2017,32,Y17W32
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,195401,0,0,0,0,0,0,0,0.0,1744,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.2,104739,0,0,0,0,0,2745,0,0,0,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,0.0,2017,32,Y17W32
Robbie,Brady,MID,BUR,5300000,0,56,1.80645161290323,3.4083992696287304e-07,1.05660377358491e-05,0,212572,3,12,0,0,0,1,0,10.6,94,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.5,198975,0,0,0,1,1277,10,0,0,216,Watford,Leicester,Chelsea,Stoke,Brighton,97.3,2017,32,Y17W32
Claudio,Bravo,GLK,MCI,4600000,0,1,0.032258064516129,7.012622720897621e-09,2.1739130434782601e-07,0,40063,0,0,0,0,0,0,0,0.2,113,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.5,8867,0,0,0,0,44,74,0,0,4,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,0.3,2017,32,Y17W32
Miguel,Britos,DEF,WAT,4300000,0,22,0.6875,1.59883720930233e-07,5.11627906976744e-06,0,145609,3,16,0,0,0,1,0,5.1,148,-2,0,22,2,0.1,0,0.3,0,0,2,0,0,0.5,115388,0,0,0,0,795,6,0,1,149,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,27.3,2017,32,Y17W32
Leon,Britton,MID,SWA,4400000,0,9,0.29032258064516103,6.59824046920821e-08,2.04545454545455e-06,0,8862,1,1,0,0,0,0,0,2.0,27,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4169,0,0,0,0,269,14,0,0,25,West Brom,Everton,Man City,Chelsea,Bournemouth,1.6,2017,32,Y17W32
Isaiah,Brown,MID,BHA,5200000,0,16,0.516129032258065,9.92555831265509e-08,3.07692307692308e-06,0,3920,0,8,0,0,0,0,0,3.1,2,-3,0,16,3,0.0,0,0.0,0,0,0,0,0,0.0,667,0,0,0,0,302,2,0,0,60,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,14.5,2017,32,Y17W32
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,109,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,258,0,0,0,0,0,28,0,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,2017,32,Y17W32
,Bruno,DEF,BHA,4500000,0,66,3.1,6.88888888888889e-07,1.4666666666666697e-05,0,103817,3,19,0,0,0,0,0,14.7,1670,0,0,66,0,0.0,0,0.0,5,0,8,0,0,0.8,136487,0,0,0,0,1656,221,0,0,342,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,45.8,2017,32,Y17W32
Chris,Brunt,MID,WBA,5000000,2,63,1.96875,3.9375e-07,1.26e-05,0,138521,2,18,0,0,0,0,0,12.6,706,-5,0,63,5,0.4,0,2.0,6,0,6,0,6,0.5,127532,0,0,0,0,1377,245,0,0,294,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,95.4,2017,32,Y17W32
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,625,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,100,0,0,0,0,0,0,0,0,0,Brighton,Watford,Everton,Man City,Chelsea,0.0,2017,32,Y17W32
Oliver,Burke,MID,WBA,4900000,1,22,0.6875,1.4030612244898e-07,4.48979591836735e-06,0,4006,0,11,0,0,0,0,0,4.5,66,-6,0,22,6,0.4,0,2.0,0,0,0,0,2,0.0,4397,0,0,0,0,342,9,0,0,71,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,22.0,2017,32,Y17W32
