FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex,year,week,Timeline
Marc,Albrighton,MID,LEI,5600000,2,106,3.3,5.892857142857138e-07,1.8928571428571398e-05,0,381646,5,37,0,0,0,2,0,18.9,7565,1,0,106,-1,0.4,0,2.5,12,0,7,0,8,3.7,473175,0,0,0,2,2388,28734,0,0,442,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,154.1,2017,33,Y17W33
Toby,Alderweireld,DEF,TOT,5800000,0,38,1.1875,2.04741379310345e-07,6.55172413793103e-06,0,658030,3,7,0,0,0,0,0,6.6,556,-2,0,38,2,0.0,0,0.0,3,0,5,0,0,5.0,167032,0,0,0,0,900,335,0,0,200,Man City,Brighton,Watford,West Brom,Newcastle,27.7,2017,33,Y17W33
Trent,Alexander-Arnold,DEF,LIV,4300000,1,57,1.72727272727273,4.0169133192389e-07,1.32558139534884e-05,0,331747,3,16,0,0,0,1,0,13.3,9398,-2,0,57,2,0.2,0,1.0,7,0,5,0,1,3.9,423504,0,0,0,2,1239,11854,0,0,289,Bournemouth,West Brom,Stoke,Chelsea,Brighton,69.5,2017,33,Y17W33
Joe,Allen,MID,STK,5100000,2,99,3.2,6.274509803921571e-07,1.94117647058824e-05,0,249792,8,51,0,0,0,2,0,19.4,4270,-4,0,99,4,0.6,0,3.3,12,0,5,0,6,1.8,129185,0,0,0,2,2772,2010,0,0,479,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,143.3,2017,33,Y17W33
Bamidele,Alli,MID,TOT,9000000,6,159,5.1,5.66666666666667e-07,1.76666666666667e-05,0,2181619,6,25,0,0,0,8,0,17.7,20032,-5,-1,159,5,1.2,0,10.5,12,0,13,0,13,14.6,1217132,0,0,0,3,2621,50561,1,0,508,Man City,Brighton,Watford,West Brom,Newcastle,241.6,2017,33,Y17W33
Marcos,Alonso,DEF,CHE,7200000,2,146,4.9,6.80555555555556e-07,2.02777777777778e-05,0,1566986,5,27,0,0,0,6,0,20.3,21223,2,0,146,-2,0.2,0,1.5,13,0,12,0,1,19.9,1680254,0,0,0,4,2585,25876,0,0,580,Southampton,Burnley,Swansea,Liverpool,Huddersfield,185.2,2017,33,Y17W33
Daniel,Amartey,MID,LEI,4300000,0,13,1.6,3.7209302325581396e-07,3.02325581395349e-06,0,27811,0,7,0,0,0,0,0,3.0,289,-2,0,13,2,0.0,0,0.0,0,0,3,0,0,0.2,23742,0,0,0,0,486,18,0,1,53,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,9.2,2017,33,Y17W33
Ethan,Ampadu,MID,CHE,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,716,0,1,0,0,0,0,0,0.2,12,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,806,0,0,0,0,10,12,0,0,6,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.7,2017,33,Y17W33
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7653,0,3,0,0,0,0,0,1.2,2,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3629,0,0,0,0,198,1,0,0,11,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,8.0,2017,33,Y17W33
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,52099,0,0,0,0,0,0,0,0.0,156,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,59794,0,0,0,0,0,29,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0.0,2017,33,Y17W33
,Andre Ayew,MID,SWA,6800000,2,63,1.96875,2.89522058823529e-07,9.26470588235294e-06,0,105122,4,31,0,0,0,3,0,9.3,1069,-2,0,63,2,0.3,1,2.0,2,0,3,0,4,1.0,55838,0,0,0,0,1294,154,0,0,195,Everton,Man City,Chelsea,Bournemouth,Southampton,63.7,2017,33,Y17W33
Michail,Antonio,MID,WHU,7400000,0,62,3.0,4.05405405405405e-07,8.37837837837838e-06,0,89818,1,23,0,0,0,3,0,8.4,620,-1,0,62,1,0.1,0,0.5,1,0,7,0,2,0.2,85807,0,0,0,0,1350,37,0,0,188,Stoke,Arsenal,Man City,Leicester,Man Utd,94.6,2017,33,Y17W33
Scott,Arfield,MID,BUR,4900000,0,56,3.1,6.3265306122449e-07,1.14285714285714e-05,0,44223,3,15,0,0,0,2,0,11.4,307,-1,0,56,1,0.0,0,0.0,6,0,6,0,2,0.2,48015,0,0,0,2,1330,4,0,0,185,Leicester,Chelsea,Stoke,Brighton,Arsenal,60.1,2017,33,Y17W33
Marko,Arnautovic,MID,WHU,7000000,5,114,4.6,6.57142857142857e-07,1.62857142857143e-05,0,1034421,3,40,0,0,0,9,0,16.5,19886,0,-1,114,0,1.5,0,10.5,10,0,5,0,5,5.4,1324164,0,0,0,3,1781,56101,1,1,347,Stoke,Arsenal,Man City,Leicester,Man Utd,182.2,2017,33,Y17W33
Harry,Arter,MID,BOU,4700000,0,27,0.818181818181818,1.74081237911025e-07,5.74468085106383e-06,0,41584,4,13,0,0,0,1,0,5.7,124,-3,0,27,3,0.0,0,0.0,0,0,3,0,0,0.4,14002,0,0,0,0,959,76,0,0,156,Liverpool,Man Utd,Southampton,Swansea,Burnley,29.2,2017,33,Y17W33
Christian,Atsu,MID,NEW,4800000,1,78,2.8,5.83333333333333e-07,1.625e-05,0,529117,1,22,0,0,0,2,0,16.3,2907,-2,0,78,2,0.2,0,1.0,5,0,6,0,4,1.4,453596,0,0,0,1,1776,452,0,0,236,Arsenal,Everton,West Brom,Watford,Tottenham,112.9,2017,33,Y17W33
Pierre-Emerick,Aubameyang,FWD,ARS,10700000,6,45,1.40625,1.3142523364486e-07,4.205607476635511e-06,0,422320,0,8,0,0,0,6,0,4.2,207656,2,1,45,-2,0.9,1,9.5,6,0,2,0,1,11.5,1125813,0,0,0,1,610,47551,-1,0,186,Newcastle,West Ham,Man Utd,Burnley,Leicester,63.8,2017,33,Y17W33
Serge,Aurier,DEF,TOT,5900000,1,75,2.34375,3.97245762711864e-07,1.27118644067797e-05,0,98944,1,12,0,0,0,2,0,12.7,3473,-1,0,75,1,0.1,0,0.5,9,0,6,0,2,0.9,136866,0,0,0,3,1337,1814,0,1,323,Man City,Brighton,Watford,West Brom,Newcastle,78.6,2017,33,Y17W33
Charlie,Austin,FWD,SOU,5800000,5,60,1.875,3.23275862068966e-07,1.03448275862069e-05,0,450014,1,14,0,0,0,7,0,10.3,1557,-7,0,60,7,0.6,0,3.5,9,0,1,0,0,1.4,443849,0,0,0,1,696,36683,0,0,191,Chelsea,Leicester,Bournemouth,Everton,Swansea,84.1,2017,33,Y17W33
Cesar,Azpilicueta,DEF,CHE,6900000,11,154,5.0,7.2463768115942e-07,2.23188405797101e-05,0,1043824,1,31,0,0,0,2,0,22.3,10566,4,0,154,-4,0.9,0,6.0,22,0,13,0,6,21.0,1454376,1,0,0,4,2790,55837,0,0,785,Southampton,Burnley,Swansea,Liverpool,Huddersfield,145.7,2017,33,Y17W33
Daniel,Bachmann,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,3858,0,0,0,0,0,0,0,0.0,90,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,8456,0,0,0,0,0,85,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,2017,33,Y17W33
,Badou Ndiaye,MID,STK,5100000,1,18,0.545454545454545,1.06951871657754e-07,3.52941176470588e-06,0,1399,2,12,0,0,0,0,0,3.5,123,-4,0,18,4,0.3,0,1.7,0,0,1,0,1,0.0,2240,0,0,0,0,688,16,0,0,66,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,31.7,2017,33,Y17W33
Eric,Bailly,DEF,MUN,6000000,1,48,1.5,2.5e-07,8e-06,0,890131,2,6,0,0,0,1,0,8.0,2317,0,0,48,0,0.1,0,0.5,3,0,6,0,0,5.9,618785,1,0,0,1,909,6566,0,0,218,West Brom,Bournemouth,Arsenal,Brighton,West Ham,31.4,2017,33,Y17W33
Leighton,Baines,DEF,EVE,5600000,6,57,1.72727272727273,3.08441558441558e-07,1.01785714285714e-05,0,471330,1,29,0,0,0,2,0,10.2,5687,-4,0,57,4,0.5,0,3.0,5,0,3,0,2,3.7,135911,0,0,0,2,1459,3538,0,0,281,Swansea,Newcastle,Huddersfield,Southampton,West Ham,67.7,2017,33,Y17W33
Tiemoue,Bakayoko,MID,CHE,4900000,0,68,2.7,5.510204081632651e-07,1.38775510204082e-05,0,349443,2,20,0,0,0,2,0,13.9,640,-1,0,68,1,0.0,0,0.0,5,0,9,0,2,1.2,358576,0,0,0,1,1761,254,0,1,309,Southampton,Burnley,Swansea,Liverpool,Huddersfield,100.1,2017,33,Y17W33
Sam,Baldock,FWD,BHA,4900000,0,2,0.0625,1.2755102040816298e-08,4.08163265306122e-07,0,2913,0,1,0,0,0,0,0,0.4,47,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.0,2550,0,0,0,0,30,61,0,0,4,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.7,2017,33,Y17W33
Beni,Baningime,MID,EVE,4500000,1,7,0.212121212121212,4.71380471380471e-08,1.55555555555556e-06,0,505,0,1,0,0,0,0,0,1.6,12,0,0,7,0,0.2,0,0.7,0,0,0,0,0,0.0,635,0,0,0,0,171,22,0,0,20,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.8,2017,33,Y17W33
Phil,Bardsley,DEF,BUR,4200000,0,33,1.03125,2.45535714285714e-07,7.857142857142863e-06,0,67883,5,13,0,0,0,0,0,7.9,2121,-3,0,33,3,0.0,0,0.0,0,0,4,0,0,0.4,79982,0,0,0,0,1125,313,0,0,193,Leicester,Chelsea,Stoke,Brighton,Arsenal,38.3,2017,33,Y17W33
Ross,Barkley,MID,CHE,7300000,0,1,0.03125,4.2808219178082216e-09,1.36986301369863e-07,0,14560,0,1,0,0,0,0,0,0.1,45,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,5567,0,0,0,0,53,33,0,0,4,Southampton,Burnley,Swansea,Liverpool,Huddersfield,3.9,2017,33,Y17W33
Ashley,Barnes,FWD,BUR,5400000,2,74,2.4,4.44444444444444e-07,1.37037037037037e-05,0,134331,8,18,0,0,0,7,0,13.7,9244,-1,0,74,1,0.7,0,4.0,6,0,4,0,0,5.2,380319,0,0,0,0,1792,63732,0,0,232,Leicester,Chelsea,Stoke,Brighton,Arsenal,122.0,2017,33,Y17W33
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,272,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,53,0,0,0,0,0,1,0,0,0,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,2017,33,Y17W33
Gareth,Barry,MID,WBA,4500000,0,56,2.2,4.88888888888889e-07,1.24444444444444e-05,0,135151,4,35,0,0,0,1,0,12.4,979,0,0,56,0,0.0,0,0.0,0,0,4,0,2,0.8,70645,0,0,0,0,1921,12,0,0,287,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,82.0,2017,33,Y17W33
Kyle,Bartley,DEF,SWA,4300000,0,4,0.125,2.9069767441860498e-08,9.30232558139535e-07,0,5772,2,3,0,0,0,0,0,0.9,27,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.1,1386,0,0,0,0,210,21,0,0,25,Everton,Man City,Chelsea,Bournemouth,Southampton,10.5,2017,33,Y17W33
Michy,Batshuayi,FWD,CHE,8100000,0,25,2.1,2.5925925925925896e-07,3.08641975308642e-06,0,181814,0,7,0,0,0,2,0,3.1,67,-4,0,25,4,0.0,0,0.0,3,0,1,0,1,0.5,121639,1,0,0,1,351,4,0,0,77,Southampton,Burnley,Swansea,Liverpool,Huddersfield,25.7,2017,33,Y17W33
Moritz,Bauer,DEF,STK,4500000,1,25,0.7575757575757579,1.6835016835016805e-07,5.55555555555556e-06,0,32454,2,14,0,0,0,0,0,5.6,3501,0,0,25,0,0.2,0,0.7,0,0,3,0,0,0.5,60551,0,0,0,0,900,278,0,0,138,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,30.4,2017,33,Y17W33
Jan,Bednarek,DEF,SOU,4100000,0,0,0.0,0.0,0.0,0,9830,0,0,0,0,0,0,0,0.0,82,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,2954,0,0,0,0,0,181,0,0,0,Chelsea,Leicester,Bournemouth,Everton,Swansea,0.0,2017,33,Y17W33
Asmir,Begovic,GLK,BOU,4500000,2,95,2.9,6.44444444444444e-07,2.11111111111111e-05,0,272527,2,53,0,96,0,0,0,21.1,7056,0,0,95,0,0.5,0,2.3,4,0,5,0,0,4.4,219669,0,0,1,3,2970,3980,0,0,541,Liverpool,Man Utd,Southampton,Swansea,Burnley,70.2,2017,33,Y17W33
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,10024,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,646,0,0,0,0,0,0,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,2017,33,Y17W33
Hector,Bellerin,DEF,ARS,5900000,0,107,3.5,5.932203389830512e-07,1.8135593220339003e-05,0,928632,5,41,0,0,0,2,0,18.1,15014,-1,0,107,1,0.5,0,3.0,7,0,10,0,2,9.8,687382,0,0,0,1,2690,5291,0,0,538,Newcastle,West Ham,Man Utd,Burnley,Leicester,141.5,2017,33,Y17W33
Yohan,Benalouane,DEF,LEI,4200000,0,0,0.0,0.0,0.0,0,3708,0,0,0,0,0,0,0,0.0,27,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1663,0,0,0,0,0,38,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,2017,33,Y17W33
Christian,Benteke,FWD,CRY,7500000,0,75,2.9,3.866666666666671e-07,1e-05,0,517643,6,36,0,0,0,2,0,10.0,8998,-5,1,75,5,0.1,1,1.0,5,0,6,0,7,2.5,184797,0,0,0,0,2153,159,-1,0,141,Brighton,Watford,Leicester,Stoke,West Brom,145.9,2017,33,Y17W33
Saido,Berahino,FWD,STK,5600000,0,20,0.606060606060606,1.08225108225108e-07,3.5714285714285692e-06,0,35686,0,13,0,0,0,0,0,3.6,101,-4,0,20,4,0.1,1,0.7,0,0,2,0,1,0.3,15358,0,0,0,0,483,57,0,0,42,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,23.7,2017,33,Y17W33
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,239,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,41,0,0,0,0,0,0,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,2017,33,Y17W33
,Bernardo Silva,MID,MCI,7200000,2,87,2.71875,3.7760416666666704e-07,1.20833333333333e-05,0,203781,0,9,0,0,0,4,0,11.9,9387,-8,1,87,8,0.2,0,1.5,3,0,7,0,5,1.2,152312,0,0,0,1,1226,1546,-1,0,353,Tottenham,Swansea,West Ham,Huddersfield,Brighton,110.1,2017,33,Y17W33
Ryan,Bertrand,DEF,SOU,5300000,1,78,2.7,5.09433962264151e-07,1.47169811320755e-05,0,800569,1,44,0,0,0,0,0,14.7,1940,-2,0,78,2,0.2,0,1.0,4,0,5,0,4,5.0,306751,0,0,0,1,2605,2875,0,0,456,Chelsea,Leicester,Bournemouth,Everton,Swansea,118.4,2017,33,Y17W33
Muhamed,Besic,MID,EVE,4200000,0,2,1.0,2.38095238095238e-07,4.76190476190476e-07,0,15432,0,0,0,0,0,0,0,0.5,78,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.2,11658,0,0,0,0,46,26,0,0,10,Swansea,Newcastle,Huddersfield,Southampton,West Ham,3.0,2017,33,Y17W33
Philip,Billing,MID,HUD,4400000,1,17,0.515151515151515,1.17079889807163e-07,3.86363636363636e-06,0,38512,3,9,0,0,0,0,0,3.9,60,-1,0,17,1,0.1,0,0.3,0,0,3,0,0,0.2,32152,0,0,0,0,610,24,0,0,75,Watford,Everton,Man City,Chelsea,Arsenal,16.2,2017,33,Y17W33
Daley,Blind,DEF,MUN,5100000,0,20,0.625,1.2254901960784303e-07,3.92156862745098e-06,0,189430,0,0,0,0,0,0,0,3.9,83,-4,0,20,4,0.0,0,0.0,0,0,3,0,0,0.9,135892,0,0,0,0,274,107,0,0,88,West Brom,Bournemouth,Arsenal,Brighton,West Ham,15.1,2017,33,Y17W33
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,997,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,545,0,0,0,0,17,2,0,0,1,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.0,2017,33,Y17W33
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6605,0,1,0,0,0,0,0,0.4,2,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1884,0,0,0,0,71,2,0,0,5,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,1.9,2017,33,Y17W33
Yannick,Bolasie,MID,EVE,6400000,3,30,0.9090909090909092,1.42045454545455e-07,4.6875e-06,0,14988,0,13,0,0,0,1,0,4.7,1095,-1,0,30,1,0.6,0,4.0,0,0,3,0,1,0.2,16186,0,0,0,0,663,987,0,0,70,Swansea,Newcastle,Huddersfield,Southampton,West Ham,27.9,2017,33,Y17W33
Gaetan,Bong,DEF,BHA,4400000,2,45,2.4,5.454545454545451e-07,1.0227272727272698e-05,0,13433,2,25,0,0,0,0,0,10.2,278,-1,0,45,1,0.2,0,1.0,3,0,4,0,0,0.2,15158,1,0,0,1,1702,1030,0,0,284,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,41.4,2017,33,Y17W33
Wilfried,Bony,FWD,SWA,5600000,0,33,2.2,3.9285714285714297e-07,5.89285714285714e-06,0,88236,2,8,0,0,0,2,0,5.9,78,-4,0,33,4,0.0,0,0.0,3,0,2,0,1,0.1,87762,0,0,0,0,701,29,0,0,103,Everton,Man City,Chelsea,Bournemouth,Southampton,39.3,2017,33,Y17W33
Artur,Boruc,GLK,BOU,4100000,0,0,0.0,0.0,0.0,0,157740,0,0,0,0,0,0,0,0.0,737,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.4,10019,0,0,0,0,0,377,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0.0,2017,33,Y17W33
Sofiane,Boufal,MID,SOU,5700000,0,55,1.71875,3.0153508771929805e-07,9.64912280701754e-06,0,23530,1,24,0,0,0,2,0,9.6,148,-3,0,55,3,0.1,0,0.5,2,0,1,0,2,0.2,17857,0,0,0,0,1206,133,0,0,215,Chelsea,Leicester,Bournemouth,Everton,Swansea,103.7,2017,33,Y17W33
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,197726,0,0,0,0,0,0,0,0.0,2268,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.3,109081,0,0,0,0,0,4216,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0.0,2017,33,Y17W33
Robbie,Brady,MID,BUR,5300000,0,56,3.7,6.981132075471699e-07,1.05660377358491e-05,0,212684,3,12,0,0,0,1,0,10.6,104,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.5,198992,0,0,0,1,1277,17,0,0,216,Leicester,Chelsea,Stoke,Brighton,Arsenal,97.3,2017,33,Y17W33
Claudio,Bravo,GLK,MCI,4500000,0,1,0.03125,6.94444444444444e-09,2.22222222222222e-07,0,40153,0,0,0,0,0,0,0,0.2,88,-5,1,1,5,0.0,0,0.0,0,0,0,0,0,0.5,8927,0,0,0,0,44,59,-1,0,4,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.3,2017,33,Y17W33
Miguel,Britos,DEF,WAT,4300000,0,22,0.666666666666667,1.55038759689922e-07,5.11627906976744e-06,0,145711,3,16,0,0,0,1,0,5.1,97,-2,0,22,2,0.0,0,0.0,0,0,2,0,0,0.5,115414,0,0,0,0,795,26,0,1,149,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,27.3,2017,33,Y17W33
Leon,Britton,MID,SWA,4400000,0,9,0.28125,6.39204545454545e-08,2.04545454545455e-06,0,8880,1,1,0,0,0,0,0,2.0,18,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4193,0,0,0,0,269,23,0,0,25,Everton,Man City,Chelsea,Bournemouth,Southampton,1.6,2017,33,Y17W33
Isaiah,Brown,MID,BHA,5200000,0,16,1.2,2.3076923076923105e-07,3.07692307692308e-06,0,3934,0,8,0,0,0,0,0,3.1,13,-3,0,16,3,0.0,0,0.0,0,0,0,0,0,0.0,676,0,0,0,0,302,9,0,0,60,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,14.5,2017,33,Y17W33
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,138,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,282,0,0,0,0,0,24,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,2017,33,Y17W33
,Bruno,DEF,BHA,4500000,0,66,3.1,6.88888888888889e-07,1.4666666666666697e-05,0,105812,3,19,0,0,0,0,0,14.7,1922,0,0,66,0,0.0,0,0.0,5,0,8,0,0,0.8,136806,0,0,0,0,1656,311,0,0,342,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,45.8,2017,33,Y17W33
Chris,Brunt,MID,WBA,5000000,1,64,1.93939393939394,3.8787878787878794e-07,1.28e-05,0,139407,3,19,0,0,0,0,0,12.8,862,-5,0,64,5,0.3,0,1.7,6,0,6,0,6,0.5,127624,0,0,0,0,1467,79,0,0,306,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,99.3,2017,33,Y17W33
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,626,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,102,0,0,0,0,0,2,0,0,0,Watford,Everton,Man City,Chelsea,Arsenal,0.0,2017,33,Y17W33
Oliver,Burke,MID,WBA,4900000,0,22,0.666666666666667,1.36054421768707e-07,4.48979591836735e-06,0,4081,0,11,0,0,0,0,0,4.5,72,-6,0,22,6,0.1,0,0.3,0,0,0,0,2,0.0,4407,0,0,0,0,342,9,0,0,71,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,22.0,2017,33,Y17W33
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1890,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2912,0,0,0,0,0,10,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,2017,33,Y17W33
